Subject_Code,timepoint,cluster,silhouette_sample
NT116,t2,0,-0.007111966366186907
NT117,t2,1,0.5360077132828813
NT118,t2,1,0.21682528464428316
NT121,t2,1,0.3216067445317795
NT122,t2,1,0.5633723395428276
NT123,t2,1,0.5069091176266544
NT124,t2,1,0.5493751844629002
NT126,t2,1,0.5493751844629002
NT129,t2,0,0.24386290219987297
NT131,t2,0,0.07708580888838283
NT134,t2,0,0.1363764008077756
NT135,t2,1,0.5050712598445432
NT136,t2,1,0.510951709656975
NT139,t2,0,0.253487422997842
NT140,t2,1,0.5830610922668723
CT003,t3,1,0.29758423221670227
CT004,t3,1,0.5070171771994798
CT005,t3,0,0.043390820854783116
CT007,t3,0,0.28405124584610275
CT008,t3,1,0.4307632769099631
CT010,t3,0,0.3293790346618031
CT012,t3,0,0.02724261096043379
CT013,t3,1,0.30648260815210066
CT015,t3,1,0.5715074846962005
CT021,t3,0,0.22767417511704952
CT022,t3,1,0.4917998542275033
CT023,t3,0,0.14250725620742669
CT024,t3,1,0.5047557853707122
CT025,t3,1,0.5471181612315141
CT026,t3,1,0.46856515824803097
CT027,t3,0,0.06943040687746369
CT028,t3,1,0.49826152086882886
CT029,t3,0,-0.14255594217189158
CT031,t3,1,0.5069091176266544
CT033,t3,1,0.4650275438426648
CT034,t3,0,-0.07569522470518432
CT035,t3,1,0.5643106907056802
CT038,t3,0,-0.09990703503642051
CT039,t3,0,0.09445888015940358
CT040,t3,1,0.5643106907056802
CT041,t3,1,0.6198657376420406
CT043,t3,1,0.5425676742034072
CT044,t3,0,-0.12602110679971273
CT046,t3,0,0.04502311680578783
CT047,t3,0,0.2570173382006299
CT050,t3,1,0.42471247043274113
CT051,t3,1,0.2518042307597669
CT053,t3,0,0.0872177035588924
CT055,t3,1,0.6198657376420406
CT056,t3,1,0.4104874186593196
CT058,t3,1,0.4601157336115938
CT059,t3,1,0.6198657376420406
CT060,t3,1,0.6198657376420406
CT061,t3,0,0.10219775631329611
CT062,t3,1,0.500957581873771
CT066,t3,1,0.4997564618721832
NT001,t3,1,0.21360357284379092
NT002,t3,1,0.4601157336115938
NT005,t3,1,0.31185763843798386
NT007,t3,1,0.6198657376420406
NT008,t3,1,0.6198657376420406
NT010,t3,1,0.5699251920075509
NT015,t3,1,0.3862107369310376
NT016,t3,1,0.5715074846962005
NT017,t3,1,0.5302193537664583
NT018,t3,1,0.2820572337301881
NT020,t3,1,0.6198657376420406
NT022,t3,0,0.27576706924210737
NT023,t3,1,0.3395494924734109
NT024,t3,0,0.08942380374979625
NT025,t3,1,0.5425676742034072
NT026,t3,0,0.19482241497098934
NT027,t3,1,0.4359619425617678
NT028,t3,1,0.3926985542724046
NT030,t3,1,0.4748712276295585
NT031,t3,1,0.6198657376420406
NT032,t3,1,0.6198657376420406
NT033,t3,1,0.37793699137589076
NT034,t3,1,0.49583356641651605
NT035,t3,1,0.5715074846962005
NT036,t3,0,0.21674505410935874
NT039,t3,1,0.5038877566659844
NT040,t3,1,0.4848079440996185
NT042,t3,1,0.5699251920075509
NT044,t3,1,0.5715074846962005
NT045,t3,1,0.6198657376420406
NT046,t3,1,0.5310104364287391
NT047,t3,0,0.2258075057605195
NT048,t3,0,0.08942380374979625
NT049,t3,0,0.12070580804863838
NT051,t3,1,0.6198657376420406
NT055,t3,1,0.3399217434605907
NT056,t3,1,0.4581333991659525
NT057,t3,1,0.39439318992740946
NT058,t3,1,0.4292972752745617
NT059,t3,1,0.4257127174379934
NT060,t3,0,0.20051340404615686
NT061,t3,1,0.6198657376420406
NT063,t3,1,0.48149313571813185
NT065,t3,1,0.1988100521002178
NT068,t3,1,0.6198657376420406
NT069,t3,1,0.41939836099238437
NT070,t3,1,0.4986367238934175
NT072,t3,1,0.4870909770431464
NT074,t3,0,-0.07670651365309351
NT076,t3,1,0.5493751844629002
NT077,t3,1,0.43676323059104927
NT080,t3,1,0.2314420484102441
NT081,t3,1,0.28616535058441855
NT082,t3,1,0.46374489068223335
NT084,t3,1,0.6198657376420406
NT085,t3,1,0.49386827249684884
NT087,t3,1,0.6198657376420406
NT089,t3,0,-0.029746467983455475
NT090,t3,1,0.5471181612315141
NT091,t3,1,0.3403171275505246
NT094,t3,1,0.1772184094254076
NT096,t3,0,0.18564455487658674
NT097,t3,0,0.14145149932493412
NT100,t3,0,0.05684982147960794
NT107,t3,1,0.5633723395428276
NT112,t3,1,0.6198657376420406
NT113,t3,0,0.1471162922781291
NT116,t3,1,0.6198657376420406
NT118,t3,1,0.6198657376420406
NT121,t3,1,0.43051548744344814
NT123,t3,1,0.35806634040014057
NT124,t3,1,0.45977271329818825
NT125,t3,1,0.5339910386160712
NT126,t3,1,0.4646788831652807
NT129,t3,0,0.23385969768955725
NT131,t3,1,0.27620835222676876
NT134,t3,1,0.3279142797085885
NT135,t3,0,-0.119250757406279
NT136,t3,1,0.21682528464428316
NT140,t3,1,0.5310104364287391
CT003,after,1,0.39439318992740946
CT004,after,0,-0.04885392523494874
CT005,after,1,0.3235829246239494
CT007,after,0,0.10882386522365742
CT008,after,1,0.6198657376420406
CT010,after,1,0.28583455615005937
CT012,after,1,0.27829944217749436
CT013,after,1,0.3299742347440168
CT015,after,1,0.19728826068529112
CT017,after,0,0.2685630774952704
CT018,after,1,0.24137981837311112
CT022,after,1,0.458599548193339
CT023,after,1,0.566713892714207
CT024,after,1,0.5633723395428276
CT025,after,1,0.1312011927115996
CT026,after,1,0.4848079440996185
CT027,after,0,0.1546476091814488
CT028,after,1,0.4650275438426648
CT029,after,1,0.5310104364287391
CT030,after,0,0.2519037123394329
CT031,after,1,0.5047557853707122
CT032,after,1,0.6198657376420406
CT033,after,0,0.2288515426309981
CT034,after,1,0.5069091176266544
CT035,after,1,0.3959239710551366
CT037,after,1,0.5425676742034072
CT038,after,0,-0.1078697699843882
CT039,after,0,0.23619830766072392
CT041,after,1,0.35016496950778914
CT044,after,0,-0.11502328356221328
CT046,after,1,0.566713892714207
CT049,after,0,-0.08690525441137852
CT050,after,1,0.3592106339646942
CT051,after,1,0.12096996865416607
CT055,after,1,0.6198657376420406
CT056,after,1,0.5302193537664583
CT058,after,0,0.14019122958909033
CT059,after,1,0.5643106907056802
CT060,after,1,0.48595434454207426
CT061,after,1,0.21509724168795494
NT001,after,1,0.2334501276873448
NT002,after,0,-0.062129562104256866
NT005,after,1,0.5633723395428276
NT007,after,1,0.6198657376420406
NT010,after,1,0.6198657376420406
NT015,after,0,0.2029092172040971
NT016,after,1,0.5643106907056802
NT017,after,1,0.511839938804439
NT018,after,0,0.060946473891736366
NT019,after,1,0.5830610922668723
NT020,after,1,0.6198657376420406
NT022,after,0,-0.024665047781471734
NT023,after,1,0.29758423221670227
NT024,after,1,0.24137981837311112
NT025,after,1,0.5633723395428276
NT026,after,1,0.30869888802693185
NT027,after,1,0.4360872097529581
NT028,after,1,0.2113111557762536
NT029,after,0,-0.16769942990534914
NT030,after,1,0.49826152086882886
NT031,after,1,0.6198657376420406
NT032,after,1,0.4205058331296436
NT033,after,1,0.34714048180401874
NT034,after,1,0.5360077132828813
NT036,after,1,0.2627661273761581
NT039,after,1,0.39250875903193955
NT040,after,0,-0.018618541887369517
NT041,after,1,0.6198657376420406
NT042,after,1,0.511839938804439
NT043,after,1,0.6198657376420406
NT044,after,1,0.5302193537664583
NT045,after,1,0.3370867979363425
NT046,after,1,0.30535910906173913
NT047,after,0,0.1691288385219863
NT048,after,1,0.500957581873771
NT049,after,0,0.25355017512091715
NT051,after,1,0.5425676742034072
NT052,after,1,0.2627661273761581
NT053,after,0,-0.14350761789299152
NT054,after,1,0.4646788831652807
NT055,after,1,0.24303398496345843
NT056,after,1,0.4189594765103985
NT057,after,0,-0.02588064361115841
NT058,after,1,0.21806922764790193
NT059,after,1,0.5643106907056802
NT060,after,0,0.24239481087024004
NT061,after,1,0.6198657376420406
NT063,after,1,0.2044058595913969
NT065,after,1,0.24137981837311112
NT068,after,1,0.46720724047132195
NT069,after,1,0.48768792731598715
NT071,after,1,0.4914356620834049
NT072,after,1,0.5302193537664583
NT074,after,1,0.23767690094427762
NT075,after,1,0.6198657376420406
NT077,after,1,0.33945423993476614
NT081,after,1,0.41939836099238437
NT082,after,1,0.5070171771994798
NT084,after,1,0.4257699161499044
NT085,after,1,0.42072435647672823
NT087,after,1,0.566713892714207
NT088,after,1,0.19857842857758215
NT089,after,0,-0.06096591965997457
NT090,after,1,0.6198657376420406
NT091,after,1,0.23416234721922843
NT093,after,1,0.6198657376420406
NT094,after,0,0.3006871770828698
NT096,after,0,0.14844228921327535
NT097,after,0,0.0283731260681762
NT100,after,1,0.5643106907056802
NT102,after,1,0.5069091176266544
NT106,after,1,0.22344206560443317
NT107,after,1,0.6198657376420406
NT110,after,1,0.3557169158031672
NT113,after,0,0.1332671610746516
NT114,after,1,0.6198657376420406
NT117,after,1,0.29326866883264974
NT118,after,1,0.3279142797085885
NT121,after,1,0.4361254174885918
NT122,after,0,-0.13320478774416541
NT123,after,1,0.566713892714207
NT124,after,1,0.541303580580712
NT126,after,1,0.44867215946335803
NT129,after,0,0.30638490944856345
NT136,after,0,0.16486700948050295
