Y_Base,Timepoint,Y_Variable,R_Squared,R_Squared_Std,RMSE,Alpha_B0,Beta_B1,N
DES_average,b,b_DES_average,-0.026714832334220163,0.07695256123721808,5.3313966590701,6.950206318152915,0.5592773201947169,114
