Subject_Code,timepoint,PC1,PC2
CT050,t1,-1.288847265987563,0.7694784838573513
CT051,t1,3.6101216985357727,2.0705654379518026
CT053,t1,2.069690570451022,0.8189974427750426
CT055,t1,1.1274254802264636,0.551185637022953
CT058,t1,-0.15777600534944425,1.6913892705165487
CT060,t1,-2.7577254328808847,0.2189419319721797
CT061,t1,1.5785575857027323,-2.427138057228686
CT062,t1,-2.2800187851247444,-1.1529908762569754
CT065,t1,-1.1092907474936802,1.0780626794442714
CT066,t1,0.37678274028471864,0.6474001739141771
NT001,t1,-0.27830662941649575,1.1865255997038664
NT002,t1,-1.2885889621449738,0.639391081867471
NT005,t1,0.6563341224057354,-0.042578623635430364
NT007,t1,-2.0318257105365105,0.11189986302270753
NT008,t1,-2.570329878007478,0.6708997736491157
NT010,t1,-2.5206437862925717,0.24275129755679373
NT015,t1,4.025023174935755,0.583704978322701
NT016,t1,0.8059738639261216,2.2655097848707846
NT017,t1,0.05058844949324647,2.1272652335113693
NT018,t1,5.839230402342633,2.9110706402970212
NT019,t1,-1.181749022908375,-1.2444985268712336
NT020,t1,0.7061147993313912,-1.3917944393130453
NT022,t1,0.01123444521900867,-0.32844152580804986
NT023,t1,3.2639514820251083,1.2810594988989163
NT024,t1,5.786140325282651,2.0101146154615743
NT025,t1,-0.5125567873621439,0.8618605715776112
NT027,t1,-0.31797115220387984,1.8695453931034083
NT028,t1,0.03049591481816063,1.7820256826244463
NT030,t1,-0.8618483232613477,3.287566267469144
NT031,t1,-3.384677103032879,-1.1034063699328502
NT032,t1,1.4841003707788731,3.4808453882896417
NT033,t1,-0.3430388770343088,-1.130727341110731
NT034,t1,-0.8344279838608266,-0.26497756691703467
NT035,t1,0.5738618295502709,1.516538006485445
NT036,t1,2.3877781800704683,1.3959889766113462
NT039,t1,0.48093983211123836,0.7002551904878458
NT040,t1,3.1551888271729154,0.4403524006762613
NT041,t1,-2.945120987754292,-0.23301590970475636
NT042,t1,0.05498161911578211,0.24050983619329505
NT043,t1,-3.384677103032879,-1.1034063699328502
NT044,t1,-2.0541260354374975,0.804715565433885
NT045,t1,4.428200168215448,1.7895078361773498
NT046,t1,-0.6425606748366142,-0.14777535306421724
NT047,t1,2.629864265442518,2.677267667570046
NT048,t1,0.4856129421858954,0.5101063239261172
NT049,t1,0.2535878325757679,2.4447604543142685
NT051,t1,-3.191573519796227,-0.7076499933347012
NT052,t1,1.561005516453159,0.36939645718841996
NT053,t1,2.3327763786677145,2.6592079823279393
NT054,t1,-1.7156674467207913,1.5662327230934288
NT055,t1,1.5974913983852506,0.874955090657386
NT056,t1,-0.6999345795169324,2.303008631999944
NT057,t1,1.1731173991973418,1.119256045532267
NT058,t1,2.741702533745836,1.728497703922683
NT060,t1,3.1010013344668113,-2.181554356119136
NT061,t1,-2.2741912542506357,0.7173853811867387
NT063,t1,2.5677987567456206,2.8741466654865815
NT065,t1,2.380952320392342,0.1637126105606864
NT067,t1,-1.6432464687805068,1.777466955963767
NT069,t1,1.120223167472323,1.4962356073387872
NT070,t1,-2.386597180224447,0.6158314322019338
NT071,t1,0.7520061327816807,2.2674108097905976
NT072,t1,-1.9708464188239048,-0.1486543675499037
NT074,t1,-0.24471633961002487,3.030541660463204
NT075,t1,-2.1344366198192657,1.0342640507530916
NT077,t1,-1.7292861932494425,1.3042950148655008
NT080,t1,0.3696002022296006,0.31774873826454797
NT081,t1,0.6414216758646185,-0.14788234210123802
NT082,t1,-0.24806034908624372,-0.4537392559534349
NT083,t1,4.17915076916878,-0.8990019649562981
NT084,t1,0.1275578757945595,-0.261611533033909
NT085,t1,-1.2699446223331,0.4021213083366342
NT087,t1,-2.0318257105365105,0.11189986302270753
NT088,t1,1.1577008702753555,-0.8083562673880591
NT089,t1,-1.3986110134369278,0.8373530960055243
NT090,t1,-1.7576503009121662,0.5923415599351686
NT091,t1,-2.182981595708291,-0.07288186638071023
NT092,t1,1.155405709204668,2.810512289195955
NT094,t1,-0.3737558239699619,1.2869077847282688
NT096,t1,6.219709650708346,0.8854401457770509
NT097,t1,6.5599573546734335,1.0630356093220572
NT100,t1,-1.5861394963088462,0.7499854958501394
NT107,t1,-0.6228558138971082,0.8018762523229898
NT110,t1,2.795176889151339,2.808763157238953
NT112,t1,0.6041135332478214,2.541256349811581
NT114,t1,-2.3263062359015563,-1.0215643056503712
NT116,t1,-2.881812591425039,-0.6026937968696292
NT117,t1,-1.7553399537954442,0.8615986217468419
NT118,t1,-1.2423970104663284,0.882207769761038
NT121,t1,3.6319440363860775,2.8710983353683543
NT122,t1,0.7116081628655678,0.791653784875958
NT123,t1,0.2814282458436364,0.792451379318292
NT124,t1,1.8175019865320738,1.0541705201166351
NT126,t1,-1.1131083989508639,-0.8026866019309923
NT129,t1,2.074828894400681,2.3351480628129044
NT131,t1,0.4113520883343894,1.4008823628293137
NT134,t1,1.7426930429633198,0.8775557639441431
NT135,t1,-0.7930012840493891,2.3619732138662237
NT136,t1,-0.9973817478000696,0.730445278983696
NT137,t1,-0.8962170449327188,0.1696668506365144
NT139,t1,0.685399123581073,1.0623129938548415
NT140,t1,-2.2251875976157525,-0.15376911158556103
NT142,t1,0.8505521278983794,3.5288669825323686
CT003,t2,-0.03413229659344381,1.0225771809820972
CT004,t2,-1.2251666027633181,0.9038574996196681
CT005,t2,1.0637384283507918,2.1859898812278886
CT007,t2,3.408267393493664,2.2063552319900377
CT008,t2,-0.38916198048814965,-1.668296291472104
CT010,t2,0.016836640420161243,1.7648135650488133
CT012,t2,2.196447281658869,1.021853438692174
CT013,t2,2.051930783135312,4.05794528368572
CT015,t2,2.5513020303573994,0.8601751828036841
CT017,t2,-0.9118999405083209,-2.712823576201489
CT018,t2,1.7779737164678504,-1.194268143558624
CT021,t2,7.874971567263071,-3.3425597201640254
CT022,t2,-1.5106631837438442,-0.10155227126582736
CT023,t2,3.099455240448244,-1.818012904643033
CT024,t2,2.4811747749368744,-1.5137073648400434
CT025,t2,0.044435732325786896,1.8007061322861482
CT026,t2,-0.1652826440578222,1.6715313542613972
CT027,t2,4.265611743688591,-4.653509960481736
CT028,t2,-0.08895233008626797,0.036061192662122356
CT029,t2,-1.231552176422588,1.8747006160806459
CT030,t2,5.652926435086375,-2.370028895032623
CT031,t2,-1.326614296315366,-1.1083343306250455
CT033,t2,-0.45071989161368015,0.10602725553100215
CT034,t2,-0.6229787827633874,0.13431290599483078
CT037,t2,0.9970160040132059,0.8636290707797842
CT038,t2,0.13142405589950332,1.3911852838337369
CT039,t2,3.209057121638474,-1.0110638406477856
CT040,t2,-3.191573519796227,-0.7076499933347012
CT041,t2,-2.137183544722879,0.23713128256961707
CT044,t2,3.2787209422585835,0.66770030860499
CT045,t2,-2.945120987754292,-0.23301590970475636
CT046,t2,0.3997343757124825,-0.32595089481065265
CT047,t2,7.470341257945772,-0.7103895876052526
CT049,t2,0.5513775805601412,1.3433172649762835
CT050,t2,-1.5007890789211964,-0.18242069173603065
CT051,t2,1.6580873094785231,0.1816725582590877
CT053,t2,0.8071048059763883,0.022169604957809164
CT055,t2,-0.2893524586234726,-0.15380965827769733
CT056,t2,-1.4819508492242153,0.37372210725920246
CT057,t2,-2.8227556142565113,-0.5800175549166205
CT058,t2,-1.3863436636250457,0.5628340864798307
CT059,t2,-2.7235869806675757,-0.7623800629184471
CT060,t2,-2.120052631820982,-0.5224204866560552
CT061,t2,3.3497486017323945,-0.20980036712155134
CT062,t2,-2.573992735097854,0.16387359052499764
CT066,t2,-1.3522052114117364,-0.4184879084107963
NT001,t2,-1.4916575323640555,-0.6002431181394405
NT002,t2,-0.5779696428067421,1.5608569851260055
NT005,t2,0.0543530536736414,-1.794352452930798
NT007,t2,-3.384677103032879,-1.1034063699328502
NT008,t2,-2.822490438412659,0.25246715509795814
NT010,t2,-2.120052631820982,-0.5224204866560552
NT015,t2,2.5584418799568294,2.7048193009810046
NT016,t2,-0.7264514717389373,1.1461109635356874
NT017,t2,-0.9142962690374092,1.4949938629632271
NT018,t2,8.030313916063877,-0.5687648787495181
NT022,t2,9.024826701149644,-4.861589537415743
NT023,t2,-0.9711472733989378,-0.575586184888353
NT024,t2,1.048707520106856,-1.1250737561688398
NT025,t2,-2.7670963183345068,-0.23188278607315113
NT026,t2,3.9071452390171775,-1.765869087320577
NT027,t2,0.7682585360348028,-1.7372689043390954
NT028,t2,-0.05691892386588577,0.6784975719725872
NT029,t2,-0.761550985306254,-0.6850961633686974
NT030,t2,-1.6513711668737474,1.3741572341358896
NT031,t2,-3.384677103032879,-1.1034063699328502
NT032,t2,-1.8268839999875355,0.21914994714140723
NT033,t2,-1.2195503322120602,-0.770202715104725
NT034,t2,7.225639597935307,0.1383174837521893
NT035,t2,0.040986282299422964,1.2688093714276032
NT036,t2,0.746692487862689,-0.6707297918347599
NT039,t2,-0.5221287823331427,1.4558584538288026
NT040,t2,1.8327251373593707,-0.09501078924549278
NT042,t2,0.2151291112937828,-1.778586029286977
NT044,t2,-1.1418712204720738,-0.001081801954017063
NT046,t2,-0.6086387091290704,-2.4521382728082735
NT047,t2,2.187103289500631,-1.0296194947109516
NT048,t2,0.9074019901774417,-1.0798738511566268
NT049,t2,2.480003975402436,2.6770795311277387
NT051,t2,-2.7577254328808847,0.2189419319721797
NT052,t2,-0.39099052430400044,-1.5651411615738737
NT054,t2,-1.9413330365826134,1.4300204273512407
NT055,t2,-0.24168428564589764,-0.04425418845980983
NT058,t2,-0.4855344954487396,0.18193451374951045
NT059,t2,-2.573992735097854,0.16387359052499764
NT060,t2,4.290702554534326,-1.3199249928223171
NT063,t2,-0.6372849238178596,1.668268145162877
NT065,t2,3.5070167734169426,0.3453322247483469
NT067,t2,-0.47060908929727197,1.0728352187723422
NT069,t2,-0.2753580814986851,-1.210845814916748
NT070,t2,-0.8483330988541075,0.20596036076542232
NT071,t2,-2.0533207172978347,-1.2537193351455505
NT072,t2,-2.051503640599478,0.16102860844263714
NT074,t2,3.694584444855107,-0.21713996267557883
NT076,t2,-2.1992016253510402,1.0677892738788695
NT077,t2,-1.1189027002137224,-0.04724126717701819
NT080,t2,1.3166849468972626,0.5904164090552405
NT081,t2,-1.9663363209398548,0.037394737412763036
NT082,t2,-1.0540167070338478,1.9122950879556604
NT083,t2,1.5529188343783455,-1.0229227005735517
NT084,t2,-1.6050733180845715,0.0940076161324017
NT085,t2,-2.8067688254091596,-0.936516887419738
NT087,t2,-3.384677103032879,-1.1034063699328502
NT088,t2,-0.8628565479800464,-1.5573647568095712
NT089,t2,-0.6814639900185868,1.9077482012356204
NT090,t2,1.0607285363083954,-1.1457512049869611
NT091,t2,0.3629918311650559,-1.152836409678223
NT092,t2,-1.6145699201589097,1.6751060256619787
NT093,t2,-3.384677103032879,-1.1034063699328502
NT094,t2,-1.087307835912532,-0.513648516122856
NT096,t2,3.743903128760045,1.6111608625823648
NT097,t2,-0.5687295320100693,-1.306338209467617
NT100,t2,-2.163561969487913,0.008076790189240544
NT102,t2,-2.5112729008389496,0.6935760156021247
NT107,t2,1.1918347344673015,0.45219300039657473
NT110,t2,-0.44315191503388623,-0.8586776753670766
NT114,t2,-3.384677103032879,-1.1034063699328502
NT116,t2,2.8947527987010955,2.1762742483156927
NT117,t2,-2.7534198766038767,-0.8576391803879423
NT118,t2,0.05601382960246822,-0.9040602076393436
NT121,t2,-0.7594904030655593,0.3644949115030855
NT122,t2,-2.0541260354374975,0.804715565433885
NT123,t2,-1.6699845152628914,-0.7364997016087542
NT124,t2,-0.27316575334868004,1.1261903775691557
NT126,t2,-1.8011601568926539,-0.835286716594393
NT129,t2,3.8746290096511857,0.5526630652976208
NT131,t2,2.342401582682097,-2.3754302164364964
NT134,t2,2.436818998062264,-0.2948076357492565
NT135,t2,-0.7242431631994803,2.066181263612444
NT136,t2,-1.8665074135443085,-0.23554418733249302
NT139,t2,3.4795122130065956,0.17828061590241082
NT140,t2,-2.9742463374229384,-1.2592031702686073
CT003,t3,0.2508489385375693,-0.20779979720650402
CT004,t3,-1.5013182405581675,0.32211047767323314
CT005,t3,2.911651330487183,1.6659742011807952
CT007,t3,7.259826564313227,1.5165234923040976
CT008,t3,-1.4676138357843738,0.10564872216955577
CT010,t3,7.4737605769963,-2.4774610303824462
CT012,t3,1.777909159867446,0.38532106665465243
CT013,t3,0.02890385850184195,1.2959632448979472
CT015,t3,-1.8404626698461568,-0.28260041602888175
CT021,t3,8.106581386840688,-0.17818406561447997
CT022,t3,-2.48007774659109,-0.05690454255608155
CT023,t3,2.5286549653816106,1.1763077993901965
CT024,t3,-1.231897188257881,0.7505850960801767
CT025,t3,-1.5922695952579229,0.9822903232508015
CT026,t3,-0.5055086955747013,1.0886459401093258
CT027,t3,1.6855023341234219,-1.2400767059015358
CT028,t3,-0.6515022783266098,0.892629452621934
CT029,t3,2.0079007505816278,1.5819932240695052
CT031,t3,-0.5321499580230892,1.2996167700923829
CT033,t3,-1.1189027002137224,-0.04724126717701819
CT034,t3,1.4623347372879438,0.08090903959049653
CT035,t3,-2.7235869806675757,-0.7623800629184471
CT038,t3,1.4613846443787788,1.6251069108150729
CT039,t3,2.6240179647993145,0.64305867557807
CT040,t3,-2.530483397430923,-0.3666236863202982
CT041,t3,-2.7577254328808847,0.2189419319721797
CT043,t3,-1.3093682638859567,0.7448594738017928
CT044,t3,1.7159411203145385,-0.5495737158786338
CT046,t3,1.8205643393967108,-0.3703678369076117
CT047,t3,9.723162198723275,1.3849476751002017
CT050,t3,-0.7121819688673756,0.28545737668968074
CT051,t3,0.685399123581073,1.0623129938548415
CT053,t3,2.74761580943153,-2.861470043355518
CT055,t3,-2.945120987754292,-0.23301590970475636
CT056,t3,0.06613557068128785,0.7223131989348169
CT058,t3,-0.8256201053278728,1.3284734715375142
CT059,t3,-3.191573519796227,-0.7076499933347012
CT060,t3,-2.6986684557123564,0.2416181739251886
CT061,t3,2.4993620580074127,-3.4613412145329043
CT062,t3,-1.8895898968550628,-0.8235290270265619
CT066,t3,-1.7003375859386956,-0.4715133961358094
NT001,t3,0.8094123221215934,-0.1410273667576328
NT002,t3,-0.376403281855173,1.2765103359529348
NT005,t3,-0.42503172796675626,-0.4752834866805475
NT007,t3,-2.564621849644232,0.6146983085703287
NT008,t3,-3.384677103032879,-1.1034063699328502
NT010,t3,-2.635360059383104,-0.1280597132396843
NT015,t3,0.25839822407473334,1.1058836475885387
NT016,t3,-1.796774429234986,0.7186308868155877
NT017,t3,-1.1289659004461754,2.1657765988694138
NT018,t3,0.30477670876112545,-0.16016906219772542
NT020,t3,-2.2278109521453433,0.4611812240009443
NT022,t3,9.100691126081788,-2.1835844989144633
NT023,t3,-0.6380042605451562,-0.7503714552340767
NT024,t3,2.091771290274091,0.44951966984906494
NT025,t3,-1.9763453175587458,-1.0716939478235885
NT026,t3,6.001520969180107,-1.5441085827579528
NT027,t3,-0.44212868935769833,1.0966020953141287
NT028,t3,0.5814871513126906,1.8427982046504638
NT030,t3,-0.49390155683291476,1.5551245881415847
NT031,t3,-3.00417796492282,-0.25569215165776527
NT032,t3,-2.0003900137511414,1.4073441853982318
NT033,t3,-0.7517925451612758,0.4787100782691083
NT034,t3,-1.7800399997522443,0.6072540531351525
NT035,t3,-2.5484018200014837,-0.5259728316892515
NT036,t3,3.4221701488831786,0.3616696359986165
NT039,t3,-1.6265590056667638,-0.4725326316381652
NT040,t3,-0.20245371283884303,0.9617461369488165
NT042,t3,-2.1958039441045165,0.7423307469884095
NT044,t3,-2.123924618539763,-0.05020562442770136
NT045,t3,-2.7577254328808847,0.2189419319721797
NT046,t3,-1.8677709428164475,0.10596026699545512
NT047,t3,3.8388297815090495,0.6436928148967932
NT048,t3,2.06178173311536,-3.0409252910649243
NT049,t3,3.806512661733796,-0.14547320616416776
NT051,t3,-2.570329878007478,0.6708997736491157
NT055,t3,0.22546575722182824,0.9361155872974251
NT056,t3,-1.731019006783904,1.0485295161269648
NT057,t3,0.9237037636957743,1.4979561951645837
NT058,t3,-0.36456137354831797,0.4815835791563489
NT059,t3,-1.6677106104546517,0.6788516289620918
NT060,t3,3.027381466355759,-2.1792746403527636
NT061,t3,-3.1382245709909444,-0.6287722863029054
NT063,t3,-0.7030341504335362,2.2284996891783253
NT065,t3,1.6356305359327699,-0.3200252305594272
NT068,t3,-2.7577254328808847,0.2189419319721797
NT069,t3,-0.5864872855211789,-1.6020017641043687
NT070,t3,-2.0858200360654555,-0.36064135495175875
NT072,t3,-1.4874507076506278,-0.5780540944192251
NT074,t3,0.9198256052546483,-0.8336670244071178
NT076,t3,-1.94486747115489,-0.2860132554268595
NT077,t3,-1.2454992502350646,0.3802176444847481
NT080,t3,-0.05423343992735826,-0.7742035106548024
NT081,t3,0.020863916233521813,-3.542353503877543
NT082,t3,-1.172733452319876,-0.4985311659187178
NT084,t3,-2.7577254328808847,0.2189419319721797
NT085,t3,-1.5523019860820144,0.15471499838174
NT087,t3,-3.384677103032879,-1.1034063699328502
NT089,t3,2.1536172132292215,0.5824742456684278
NT090,t3,-1.077434028339249,0.8299063623130222
NT091,t3,-0.3029644647988957,-0.4223176621803326
NT094,t3,0.9635012860404201,1.260078316624792
NT096,t3,3.688992962270186,-0.1077726671681983
NT097,t3,3.088555832047425,0.8199500176151254
NT100,t3,2.0822085789915765,-0.5973939671531912
NT107,t3,-2.275838945468453,-0.1976488610421894
NT112,t3,-3.009885993286066,-0.19949068657897803
NT113,t3,3.5085337734634865,1.200035205601092
NT116,t3,-2.752017404517639,0.16274046689339264
NT118,t3,-3.1972815481594723,-0.651448528255914
NT121,t3,-1.2153812377735584,-0.11044540583220483
NT123,t3,-0.13936675718932706,0.6100270569682893
NT124,t3,-0.2457568018623818,1.879828520347837
NT125,t3,-2.4793853953089857,-0.951852183932911
NT126,t3,-0.9668075206869987,-0.9179874026896888
NT129,t3,3.930387890010123,-1.642893110397916
NT131,t3,1.1578816883728178,0.9705320860237996
NT134,t3,0.3977657856250303,0.8990114042223412
NT135,t3,0.6549316503194977,-1.062958270916765
NT136,t3,0.6259536938588042,-0.16761579589022757
NT140,t3,-1.8677709428164475,0.10596026699545512
CT003,after,-0.15902649620636564,0.3506680961503418
CT004,after,1.6102069906665901,1.2902645847626082
CT005,after,-0.8422354596173651,-0.349889485083461
CT007,after,2.3134313533580557,-1.4070068368906354
CT008,after,-2.392305208587693,0.6720328972807209
CT010,after,-0.575816206361674,-1.1234305669832154
CT012,after,0.16520847664342544,0.8576009230921954
CT013,after,-0.21812772539151762,0.340381289555399
CT015,after,1.2063396168926073,0.11871430711835308
CT017,after,7.424848039892778,-4.324519173575975
CT018,after,0.8062720845995295,-0.9130784956834932
CT022,after,-1.2776522709854128,0.48840035995630765
CT023,after,-2.207478304673597,0.9848210791358641
CT024,after,-2.0541260354374975,0.804715565433885
CT025,after,0.14325085651965466,0.7359060029531969
CT026,after,-0.663940330952234,1.1930078049183916
CT027,after,2.2087679159250704,-2.2236969711632475
CT028,after,-1.9295870681487477,-1.3145212276348661
