feature,PC1_loading
superiortemporal_rh,0.2012935379603457
rostralmiddlefrontal_lh,0.18777877680344973
superiortemporal_lh,0.1841858276193039
superiorfrontal_rh,0.18086720833346018
lateralorbitofrontal_lh,0.17841571607684187
parsorbitalis_lh,0.17837295632858025
rostralmiddlefrontal_rh,0.16989381869901984
medialorbitofrontal_rh,0.16878139107519413
parsorbitalis_rh,0.16399811323750013
fusiform_rh,0.16208883011714603
