,CT002_ses1,CT003_ses1,CT004_ses1,CT005_ses1,CT007_ses1,CT008_ses1,CT010_ses1,CT012_ses1,CT013_ses1,CT015_ses1,CT016_ses1,CT017_ses1,CT018_ses1,CT020_ses1,CT021_ses1,CT023_ses1,CT024_ses1,CT025_ses1,CT026_ses1,CT027_ses1,CT028_ses1,CT029_ses1,CT030_ses1,CT032_ses1,CT033_ses1,CT034_ses1,CT035_ses1,CT039_ses1,CT041_ses1,CT042_ses1,CT043_ses1,CT046_ses1,CT051_ses1,CT056_ses1,CT057_ses1,CT062_ses1,CT065_ses1,NT002_ses1,NT003_ses1,NT005_ses1,NT006_ses1,NT007_ses1,NT010_ses1,NT013_ses1,NT015_ses1,NT016_ses1,NT017_ses1,NT019_ses1,NT020_ses1,NT025_ses1,NT026_ses1,NT027_ses1,NT028_ses1,NT029_ses1,NT030_ses1,NT031_ses1,NT032_ses1,NT033_ses1,NT035_ses1,NT036_ses1,NT038_ses1,NT039_ses1,NT040_ses1,NT041_ses1,NT042_ses1,NT043_ses1,NT044_ses1,NT047_ses1,NT048_ses1,NT049_ses1,NT051_ses1,NT052_ses1,NT053_ses1,NT055_ses1,NT056_ses1,NT057_ses1,NT059_ses1,NT060_ses1,NT063_ses1,NT065_ses1,NT066_ses1,NT067_ses1,NT068_ses1,NT069_ses1,NT074_ses1,NT075_ses1,NT078_ses1,NT080_ses1,NT081_ses1,NT082_ses1,NT087_ses1,NT088_ses1,NT090_ses1,NT093_ses1,NT096_ses1,NT100_ses1,NT106_ses1,NT112_ses1,NT113_ses1,NT114_ses1,NT118_ses1,NT119_ses1,NT121_ses1,NT124_ses1,NT125_ses1,NT126_ses1,NT131_ses1,NT132_ses1,NT134_ses1,NT135_ses1,NT137_ses1,NT138_ses1,NT142_ses1
CT033_ses1,2.2224796238488653,2.449994259684852,2.3227631148656043,2.255626409986504,2.19662981611029,2.0236042620195973,2.4831241436496865,2.248424899051787,2.7527595000758516,3.367910264187366,2.0410995623779455,2.6380130410828215,2.5982202975794846,1.959607637529514,1.9447072548530628,1.9207464190153238,2.608535450453153,2.3354477487763945,2.327211850360427,1.8582529980664342,2.4485439201985635,1.7932964274150691,2.441884194640961,1.538093115666473,0.0,2.4094786826787766,2.1809613818737335,2.141532280326878,2.0560768121710025,2.372048522298675,1.997405832023621,2.303837465100542,2.309850406195204,2.223727311498403,2.19389454184588,2.161326453649703,2.131391997533449,3.4277119025583933,2.54747467354688,2.255626409986505,2.05487300362085,2.717603296740617,1.6984570227933453,3.2236392289174276,2.5224887485511323,2.0410995623779464,2.4531123591855586,2.016823080918732,1.461225175161541,1.8032204254828568,2.116622732063151,2.056030222651584,1.9580201700171962,2.1198023113600657,1.630818849133375,2.041000910180746,2.6987506862719095,2.226173186142326,2.1809613818737335,1.8048551896915206,2.197860792445055,2.0297395991609792,1.9185618251653265,2.305782465760135,2.443281021372309,2.5918016139930957,1.8237022784631989,2.1216510668323547,2.9216143225368376,2.4854716033526234,2.3766727368318943,2.589082997565046,2.6996861397557157,1.9170465985293874,3.064569619186566,2.2516254597709686,1.843708383977064,2.3361651105024412,1.797321282406857,1.966561766040003,2.2240013925044537,1.9414023089463694,1.9492024485576978,1.7059724283866182,2.447696678269319,2.4702268156224854,1.7020697828758038,2.449579939699483,2.5207638580743383,2.532100911559045,2.5150867929535523,2.5769759002520627,1.6193556841222496,1.876120149060331,2.5809778921193476,1.8396827315402615,2.5464268577365576,2.0804514543237853,2.4577909891909133,1.9569469417150374,2.022329665629435,1.8804246244182758,1.623732985981543,2.2492195554496037,2.3587446402752117,1.9222034864320576,1.9124926131009357,2.064077528959181,2.5059192240320964,1.656311340186493,1.8870310668976826,2.450937261158832,1.755638104646963
CT034_ses1,2.7520300866481846,2.5352968590286222,2.3789660302402953,2.227240407193593,2.179354119788497,2.1129063073243426,2.1023414026929013,1.8680495022202264,2.032543187929612,3.359900279584645,2.1316461941962728,1.978314815344934,1.8515162002027417,1.6028908145697267,2.7444962045820103,2.9623826128754405,2.273279320516008,2.0324089040248396,2.126714632018791,2.595424826577382,2.2753997572882154,2.216826218562102,2.8619491834274444,2.3660023824678404,2.4094786826787766,0.0,2.118449475616597,2.5771308700198863,2.567607225653913,2.293332866234575,2.436247159707685,2.0857861819994374,1.8851138592048704,2.6241520406052388,2.1404315030711336,2.981381432542764,2.50973977337147,3.152477129922602,2.458649023076195,2.227240407193592,1.5259355116142077,2.4242225687568375,2.282351167719582,3.104959815355813,2.5523209311714083,2.131646194196272,2.9842563101741635,2.4994919439593004,2.718545129974705,2.288512823888334,2.393858584747627,2.4854098185655027,2.0484552966781395,1.772254789784032,2.352424574237764,2.9951834102718937,2.7394461597573407,2.7763145378141725,2.118449475616597,2.1207584301027045,2.5584100465366264,2.7941404990209815,2.3364468832735414,2.1251353823398134,2.744328689255903,3.1036012476573602,2.744973400526517,3.1061447321372215,2.532933417783827,1.9271508969611413,2.4734197917781366,2.620915184120823,3.0382467956411614,1.888765728339728,3.217179627266516,2.1411755970054416,2.2892902485875224,2.0927941103954817,2.3658455411679706,1.9885064627320714,2.147465014831715,2.629775109141182,2.836802471200372,2.868026561667247,2.2649056906370046,3.1673081524627693,1.9167437334762334,2.429977134778134,2.5762245960610763,2.8502094229128687,1.659055727329997,2.900160035442397,2.3376430060210707,2.1168131206847303,2.1992747550421714,2.4853869112265246,2.323401710444361,2.7518120086544173,2.1371647980640978,1.941915806470333,2.678417186407373,2.4381707043812577,2.4558285964349933,2.225396118944707,2.746351627902447,2.3031128824768623,2.1828007430858642,2.4993748849173203,3.223210015832391,2.3494856839816034,1.9856288901058343,1.876620479440788,2.392957901703296
CT035_ses1,2.503539191358481,2.249168993989186,2.434670552100303,2.3148048988758507,2.3707723196370107,2.373956077930761,2.4156749612541875,1.9937900207251829,2.282932132827284,3.2688037745500704,2.2548358032891715,2.5745544608649533,2.1983935220854853,1.5887555625764043,2.311107512441599,2.397740879929979,2.311937867119754,2.6788852926119597,2.237598456365263,2.5166495568931797,1.8307244015381163,2.440368033844706,2.2441223818797527,2.2051810842825605,2.1809613818737335,2.118449475616597,0.0,2.2570829890970026,1.7131178566049112,2.4553172982138425,1.7915399163484274,2.4743279885719187,2.122244508088197,2.29897403912655,1.7784446323923033,2.390183412492394,2.461501712713234,3.2761428810999464,2.286642917469321,2.314804898875846,2.1328042520123893,3.012342111111137,2.0311494899760416,3.08780400238654,2.6235886495656273,2.2548358032891676,2.351233044264072,2.649913870231634,2.5521764116109678,2.663313567341345,2.3004994535811556,2.5257347665042245,1.9333893189580766,1.8799463798644565,1.8984718974173538,2.307674687140869,2.8303652845491096,2.323665835464316,3.9424766765007384e-08,1.7113207686435639,2.3432402200255753,2.28577642705994,1.9412162838063105,2.4553709368832464,2.131325544258261,2.5212369661322973,2.40297688483693,2.501943695761644,2.928728514067598,2.1666341107578764,2.580178341582075,2.5439711950207506,2.7084396110124835,1.8624888357019442,3.24170156135025,2.419538346716203,1.9920911692773615,2.23889652817922,2.132895044972314,2.064708380946083,2.296379478591186,2.4404244154035863,2.0316887442060168,2.0969450635933597,2.770219815121585,2.998101480006287,1.9259368006603457,2.056747155428681,2.6844147507959155,2.792694342526203,2.4472548853922427,2.0703434636649565,2.164329244782674,1.5865842733950335,2.3279489459848306,1.9026742661789107,2.4716928701619847,2.0540548340012297,2.0532181755247154,1.6675501372356345,2.4405478684282866,2.2617977573393846,1.7668871435297362,2.320319010161061,2.3532229849219606,1.9363963685806098,1.5972631513247462,2.3197485075848245,2.7754376013366118,2.048382417709349,2.149931755325888,1.8026628585888405,2.1457591656084856
CT039_ses1,1.89335946188515,2.749484997234273,2.557709843655592,2.721613167751108,2.7311736106207736,2.6847066554946557,2.4768312092324227,2.112924539023383,2.387995526740123,3.8488337973001063,2.42689278793803,2.7322744344652286,2.698420552429117,2.418282954822914,2.0074738567593937,2.574012407311839,2.222145661476475,2.698614247487908,2.6356325023750355,2.275974812917101,2.1993504565741775,2.253256196303544,1.9627466416355115,1.9166657422842048,2.141532280326878,2.5771308700198863,2.2570829890970026,0.0,1.9932290775462096,2.8632633030087966,2.2824581424751234,3.0574236828961596,2.08191308721752,1.9508729794449762,1.8722269088174617,2.315464002628588,2.138938708949667,3.4591771907999,2.719942443462682,2.721613167751105,2.3162084239607554,3.4907680861309514,2.3684064641422413,3.605402448925757,2.2705332815437935,2.426892787938028,2.709151207155929,2.6329172594556787,2.809894287363202,2.5625037148480603,2.6426155518409105,2.5728297197187326,1.518174563406116,2.2167182499601448,2.0250720524924213,2.2969132668941414,2.746492495612562,2.109608831779297,2.2570829890969977,2.2646359514303502,3.0048337976316897,1.7632525284923573,2.1853812557594,2.5011566725505916,2.5553910823198085,2.911182323011976,2.469669363377836,2.216813299674672,3.045935558853964,1.9631821705682058,2.6637781099776654,2.7405946163160326,2.862917415391232,2.4553143985893997,3.464703005916783,2.9522117508424093,2.2354969002078016,2.4830374542812192,2.4910678742085706,2.3257979871018692,2.209974556473002,2.6363110393464466,1.7273893311108517,2.080782577871771,2.7425182086327786,2.0012989104457963,1.9110519341963972,2.2454558166730956,2.7386920565233166,1.8332265314516458,2.6445054333515596,2.436076528815989,1.689909904780436,2.1896417470344742,2.3290901959406884,1.8297388578454943,1.9248740308867247,2.701245692867504,1.8056197286886353,1.9022746834103446,2.344354023658364,1.817070928740012,2.2406803023837787,2.135193916383789,1.9818683473424736,2.466824342356684,2.303623637771779,1.8562905185757803,2.0193009678966725,2.647437205155803,2.3092241923383496,2.2322003406907003,2.5567459308077285
CT041_ses1,2.1056165809942518,2.464514462666532,2.0921839415150005,2.5799169832153073,2.3981571492808644,2.5083780504277016,2.2802593383984022,2.2451942962898794,2.391820517395078,3.5225959386993115,2.4487087216104295,2.5781321823863217,2.39524328372802,1.8542847904665294,1.832270832348984,2.5643551548663366,1.938938122077641,2.8429040363086,2.2100395226554492,2.1678386754311036,2.1603211752445466,2.3064975565704082,2.150375866285483,1.8378332682340717,2.0560768121710025,2.567607225653913,1.7131178566049112,1.9932290775462096,0.0,2.50662357180938,1.9262692159105228,2.6503316512609474,2.0669359643665732,2.05742881428358,1.8628289731478624,2.8317936871121248,2.251901712831612,3.2917713328245473,2.266199598580353,2.5799169832153055,2.2131770968729017,2.9714418811888987,2.3389157257736723,3.1275833005064326,2.61016849747301,2.448708721610429,2.516043646553192,2.8770057415903683,2.451847197956751,2.776468571552124,2.4778892633038896,2.213605146552693,1.6803564315416706,2.1057169015531105,2.1833586127675715,1.8417173596394494,2.624092011418048,1.9931034234300633,1.7131178566049095,2.0028338866019486,2.459388774135307,2.3508450737682476,1.9506458768648103,2.4004505728765184,2.147632947863872,2.6042521575982893,2.4125032763529646,2.3472188396055182,2.664738244773688,2.216545675437792,2.6823806749407098,2.6774658244741834,2.6611595008547404,2.3013727295423783,3.322738365061756,2.2516562068441086,2.1439348437350576,2.1450161340326708,2.3453329341345404,2.206815778138016,2.265987451675114,2.309908351051547,1.7457159341576949,1.9626207037270416,2.818915770044297,2.441530144254716,1.9529534090238463,2.1615572531298732,2.455001568601805,2.2729252945853684,2.667666229451901,2.3366022318666904,2.100641526573058,1.8534783946560638,2.1652120182317987,1.8343409544635945,2.5021267347465272,1.9879996713311123,2.26963593365215,1.8155126003394784,2.4350207048766075,1.9328276477047635,1.4119344792050594,2.2018463252052194,1.6617719620350255,1.6700381841166088,2.186433225414961,1.9164764843639137,2.235518118497382,2.113024622560524,2.2557228392064674,2.0050737390733953,2.1374848671990208
CT042_ses1,2.709046730890517,3.100049894806976,2.514026055600574,3.0330299254383615,2.2975790341691913,2.3127522906590876,2.517472219809639,2.3374393361428636,2.952833263984163,3.5380249489123843,2.0693577926348667,2.567256732963328,2.722556083996286,2.092889061585144,2.476021492306318,2.6046387525824786,2.5260164961560507,2.439248764293892,2.509933574565053,2.6646934257078736,2.9077602936004037,2.4109255770769717,3.6040329306986294,2.4897554543583573,2.372048522298675,2.293332866234575,2.4553172982138425,2.8632633030087966,2.50662357180938,0.0,2.5745562504794646,2.752633614790523,2.4181648427834475,2.8479796435086677,2.5162296195118903,3.109177887596301,2.9104358096529253,3.3993105039931253,2.5665892636884484,3.033029925438361,2.322335702025545,2.6468274977318482,2.100322007451493,3.3052873893666144,3.0694941732691325,2.0693577926348667,3.1805796661557832,2.666321637486897,2.653211614867801,2.6972365800062135,2.621303777689495,3.001002916898991,2.6981633380069168,2.3963336769342005,2.347987679328373,3.0778636821508485,2.886835515407484,3.0700565477315753,2.4553172982138434,2.4628241159568103,2.278552089471416,2.995292711976522,2.725113522452353,2.5663766087124777,2.9940893836584634,2.7221186813533964,2.9289603426363366,3.320089640486205,2.7716431869884675,2.2391348877246315,2.547277934588773,3.1592788903957354,3.0803908138584277,2.8119718867925587,3.268344612348278,2.4188039469651623,2.919847020667054,2.577662171491255,2.235939679546417,1.8609658239178033,2.5426478113394153,3.0479086173560903,2.76862119149174,2.9495769908905527,2.3535437346385946,3.4246843860517218,1.970698216280939,2.6770430195776824,2.917910625578316,2.9496247983055306,2.484977258530149,2.8749126788492316,2.4809685665556946,2.240300340387454,2.755131622974471,2.623275058714999,3.054631733096501,2.9268361196566737,2.92292114059757,2.326578231380403,2.896345444290397,2.488043222624445,2.352449239855049,2.987683483540051,2.8115238648357175,2.252858798961129,2.6358975819718213,2.9649759941156355,3.1367628308265485,2.761114649736966,2.2984508249033264,2.516845508295993,2.0334761973105286
CT043_ses1,2.465402261291825,2.967263406264588,2.123106370754605,3.0410783832024655,2.6985489491217916,2.0412742448902166,2.6182694591726876,2.393739166414631,2.547382838403063,4.073428485741352,2.6162520487896197,2.835262542535229,2.5990098938819526,1.9380944117484757,1.7431532951427744,2.4530425296102814,2.529613813974289,3.1882645815743187,2.087739981972118,2.0082648391459745,2.614506884118237,2.881563128510073,2.222771792311368,2.030026304407078,1.997405832023621,2.436247159707685,1.7915399163484274,2.2824581424751234,1.9262692159105228,2.5745562504794646,0.0,3.2117571766874513,2.1130502509073854,2.1927559743114196,1.7229393766265881,2.38560374634535,2.3724020016464022,3.7258036338819913,2.654030494139139,3.0410783832024597,2.595449753458043,3.0484886440628465,2.1836230791853,3.7072305120700464,1.943240691796671,2.6162520487896175,2.9238634210067196,2.6049534235639125,2.3931643474315445,2.6647872617566204,2.8375701283463304,2.3553499018647015,2.0416516602861674,2.088962240671658,2.149263548219935,2.1468704045315703,2.657697160306924,2.3663670214159254,1.7915399163484242,2.3178267614058616,2.6928768047514664,2.517143621325184,2.6897130213645433,2.375463224225164,2.6642881445797153,2.773817903425319,2.783817151907915,2.437269533051513,2.820958186449156,2.138661094695119,3.120340930911581,3.081165041997933,3.339050345825285,2.2752719341922734,3.7254843433053755,2.5080933766540516,2.5667218008498613,2.5692272427313685,2.374246556129624,2.4737452113287124,2.8626414794463275,2.7063884685965043,2.0888424373605567,1.8013045551316873,3.260404584072223,2.8603196474002237,2.2013645824762005,2.41750897088203,3.154204603991553,2.1361263817143277,2.623362300352172,2.733086758036175,1.9703914352800345,1.714078269705283,2.2575380749106,2.2572558070862785,2.372987152558997,1.8087093819245086,2.2068935501236817,2.248349057344411,2.7017158771519925,2.293795050609939,2.026180114011675,2.3577916303015987,2.364026744506326,2.2938568774029506,2.163399417604602,2.3061578732156023,2.097985757580014,2.4761792701113112,2.060012037332735,2.17652654234952,2.3418162999231744
CT046_ses1,3.0645278538669927,1.7683173848192757,2.88487838627351,1.8737229822132553,1.7321957667493846,2.63115592747966,2.453582108184738,2.2098916794038845,2.941975119053742,2.7462495156637927,2.198128189511429,2.3391007694548045,2.1112047175151663,1.9538875343545685,3.0526795550145405,2.907687514283677,2.7235531436886222,1.781983321866371,2.5439704281350695,2.881742487327407,2.3450309954313866,2.038069295258919,3.2555946396172106,2.6036322980219175,2.303837465100542,2.0857861819994374,2.4743279885719187,3.0574236828961596,2.6503316512609474,2.752633614790523,3.2117571766874513,0.0,2.6844570523879603,2.8865909581883393,2.8990732758895983,3.1370781374587904,2.7153954656480295,2.750054516465744,2.5601922781120403,1.8737229822132528,2.098425899216527,2.5214128000179863,2.5612720434004603,2.649979256965078,3.473548260150926,2.1981281895114266,2.546208249545027,2.686455798831544,2.727156209147497,2.3374248310836827,2.215031699813537,2.871621785079723,2.505792772539289,2.3938157452081787,2.7041573107093333,3.0481270108902665,3.4282128028335532,2.859981038508665,2.4743279885719183,2.0433481635401396,2.1812813141154392,2.8485972774401565,1.9166925520291995,2.643205626765038,2.4684861685293393,3.0638160202265645,2.2042759680588695,3.2565974508610234,3.3184124018340286,2.8856902738587498,2.458156200103669,2.4800093905017766,2.514286554075606,1.9783748424511347,2.770486613176332,2.2754797790700776,1.9175775624546607,2.39860431939921,2.4258217535719973,2.048036402648703,1.9932309093197986,2.236643214389168,3.1182445538264787,2.939875854689187,2.2870464092409915,3.5325677794253294,2.230036770176085,2.6968836297306633,2.561898744739937,3.47775545482261,2.847923303228305,2.712755298978814,2.6873901268562754,2.4984229063663204,3.046131825371176,2.428053319741434,3.213192324600557,2.8385661311954262,2.880901039146779,2.5279454073513445,2.3554028424862476,2.345110443286214,2.216444390859625,2.6217845534308846,3.071149026112015,1.925733346426663,2.087180686305269,2.7409481022863353,3.784755424727119,2.0670249597578505,2.1499800373006757,2.627419488267419,2.294196159305907
CT051_ses1,1.8705879342979483,2.743809782391321,2.33057476092356,2.768926268448065,2.812599108657493,2.5580561392267884,2.444752837961686,1.5068801316584677,2.401060267594395,3.9464342545632536,2.421383854425913,2.486912634273118,2.327003535115426,1.8884794288545463,2.1898885519114306,2.746442351419838,1.8536494185634582,2.808114646260565,2.073511620892587,1.8742734521884392,2.034259531389509,2.2022260112269665,2.22445158922653,2.033222343199812,2.309850406195204,1.8851138592048704,2.122244508088197,2.08191308721752,2.0669359643665732,2.4181648427834475,2.1130502509073854,2.6844570523879603,0.0,2.3361242233532287,2.107473149868086,2.4509125196148775,2.4496025509931867,3.3613413652545074,2.7365400287646415,2.768926268448065,1.857579001318194,2.783819404268695,2.081536901070329,3.4075023483960747,2.1839114776549193,2.421383854425913,3.095660637067748,2.4954487728338473,2.6139828907238423,2.7570235807566945,2.9150989179389346,2.5354157697069666,1.843097273121096,2.1642728229288672,2.3222600807832525,2.898083973556472,2.602375311064986,2.1480272253204418,2.1222445080881975,2.175487132794981,2.402073749670367,2.3493515353096717,2.548196008755994,2.048145768971306,2.693671078903273,2.6126164965323038,2.5154487710599738,2.748512023352973,2.716147947043497,1.81492546218582,2.9264807156398316,2.892265314205066,3.047862028225936,2.318432431452397,3.3444040707906355,2.5937598168729203,2.0830798737007696,2.5658616518341515,2.613534837380975,2.2500358142926236,2.548548531487792,2.445484921238463,2.228074324233795,2.137712567440353,2.9408866619445484,2.4799579661674294,1.946527444530835,2.682410374648286,2.944724280140468,2.2051215182512034,2.1864599846730375,2.352844060138291,1.846323829462626,2.273300529789199,2.0910701437979355,2.289657027075082,2.1459394586669562,2.759416182287534,2.192395448775836,1.741957102805578,2.2626828120712035,2.2135818136382213,2.291106481024467,1.832642157093167,2.0893671010608275,1.8450111564210168,2.499017073156762,2.4780920786502936,2.4626890153032797,2.3127535117049987,1.9742507781727634,1.8324310735940925,2.416117952645361
CT056_ses1,2.0289251307551304,2.2936724025108637,2.0358421488720815,2.720282633859469,2.7828594862297944,2.2025224299079182,1.9515169652802395,2.019382965580128,2.1149807519303647,3.1042464666446743,2.1141916214640757,3.022986212608605,2.2793383598107004,2.1826870575743396,2.0704956693589014,2.828751742058942,2.1453775459680506,2.898745304956778,2.620356015399839,2.4803660260448783,2.5343522156143194,2.4855551553243402,2.300195961085505,2.361116451703646,2.223727311498403,2.6241520406052388,2.29897403912655,1.9508729794449762,2.05742881428358,2.8479796435086677,2.1927559743114196,2.8865909581883393,2.3361242233532287,0.0,2.3911431271745522,2.521816444429167,2.5539965146799717,2.6637379351956474,2.1252420992312206,2.720282633859467,2.0925954554728166,2.6940855653136806,2.632325703842919,2.831303624978845,2.524854977235083,2.1141916214640752,2.5637399401646936,2.68402931617925,2.8442763059799456,2.3091730496023932,2.3265072693725934,2.6885747475794592,1.7778503842116975,2.0659215416125734,2.037330070031995,2.0679589496134376,2.927987437470603,2.3988842325503468,2.2989740391265507,1.836854979417377,2.671113105493848,2.1454584973351984,2.0500620035395096,2.3248362314022315,1.8117317992598838,2.571920901626232,2.1925755776499267,2.50965137936662,3.1679854500164852,2.1943613866960314,2.525670496101664,2.7767701176846527,2.39965851342224,2.2415377962918335,2.4451321562888118,2.53865997702633,2.2443774357322113,2.1549292652919165,2.0439410490450642,2.417845198158289,2.5715206825198176,2.5480693112843884,2.261564447009139,1.9531409981208088,2.9393959950019073,2.8046809855632118,1.9215814692638957,2.5746822465597425,2.666954562386675,2.339284858612975,2.8215455086274477,2.263992899171627,2.1467748032851377,1.7582710616626405,1.900109940786482,1.9217960759381585,2.2393010456981535,2.1061752211497433,2.7107664265787377,2.0073359399757913,2.287059662819602,1.9007313443054987,2.1168100487203465,2.0855446650726694,2.29226059193471,2.354251427903585,1.9439194760036116,1.6637213225893537,2.2483903967245555,2.5223004333249115,2.4907485121214785,2.346278901138001,2.3251557816219077
CT057_ses1,2.371902732521992,3.0475066108442364,1.9952450703306515,2.6710863900364727,2.65655509197925,2.460932100284397,2.5133099403439365,1.9866033038788629,2.264495456877583,3.9146524232983397,2.5009488836251226,2.6102993562913475,2.5074606667580195,1.8405179127993987,1.989526003914122,2.3011669573953575,2.08720141642508,2.843521621553996,2.555408594580563,1.8356393257682835,2.260224063696711,2.6735753505538344,2.4303568747783246,2.1039868233432335,2.19389454184588,2.1404315030711336,1.7784446323923033,1.8722269088174617,1.8628289731478624,2.5162296195118903,1.7229393766265881,2.8990732758895983,2.107473149868086,2.3911431271745522,0.0,2.6426506089503135,2.2812681178725867,3.719654335373741,2.793460121797209,2.6710863900364687,2.245474271309817,3.247078871331385,2.1529798296346616,3.685914269085388,2.078988148807284,2.5009488836251204,2.6247142699513972,2.9147811840512223,2.840585866199267,2.9890245393201935,3.0257642559387206,2.536517016996393,2.0547701997159744,1.9069881975342766,2.1332073766666606,2.5200969936679547,2.813999996941726,2.3106498741004033,1.7784446323923047,2.2475112700484607,2.705555271134445,2.219469656061206,2.2569598719200616,2.2321072078273816,2.7672911433945666,3.3066060945389335,2.725982401310887,2.763366518221138,3.0434752718953098,1.9854738688362576,2.7912043055899267,2.8809343804777883,3.073308831590004,2.2618271254273,3.5617605174856806,2.710111046678593,2.4055482408442024,2.4986953647812116,2.4448042243340846,2.1834556529647817,2.4574570695273525,2.8370597892374736,1.7621460670132623,2.1240115435125237,2.97604967712578,2.756932993980658,2.058776644503439,2.1609623407897485,2.7403427203690875,2.2661428174672618,2.502851925632751,2.401214350716517,2.154343637298846,1.9605074930955155,2.307589274593704,2.0571498250491453,2.1589213462964607,2.2032023125430658,2.122678703280299,1.71040561070644,2.661247809747003,2.252251351625352,2.346170210029459,2.4715525437116956,2.1539158016323126,2.4644770617556375,1.9936148978685584,2.2280250843824865,2.3087120609174705,2.531171917064992,2.419093798895097,2.015085142837558,2.2258085762771156
CT062_ses1,2.3513885930890974,2.9975089966422543,3.1740263052846145,3.2354177402760547,3.174814979582583,2.4674617431468313,3.117817956604792,2.267184376238065,3.312982004453138,3.8400156344026137,2.94398865230326,3.1927559773202088,2.9628021397230246,2.8035490304690684,2.4224996840118878,2.194420565950521,3.028720262069284,3.1422536380929706,3.0655572878199515,2.415357320821158,2.593226765326565,2.624665287163517,2.490438767492752,2.1934718632920065,2.161326453649703,2.981381432542764,2.390183412492394,2.315464002628588,2.8317936871121248,3.109177887596301,2.38560374634535,3.1370781374587904,2.4509125196148775,2.521816444429167,2.6426506089503135,0.0,2.190207793000739,4.135798712135216,2.866477507053231,3.235417740276055,2.845537641340471,3.5634788459851205,1.856043925899023,3.3755657992436445,2.8353424282876403,2.94398865230326,3.1789172754766954,2.8085963990611313,2.517017299064454,2.8433423287953508,2.8651765513449945,3.0418631780440344,2.320572240722503,2.7060707276191587,2.1823235680510535,2.802581645259209,3.6533443426721655,2.3924148509854084,2.3901834124923935,2.537390063619886,2.5706290318682745,2.0285545150503688,2.830202906352871,2.968631985738939,2.724221016562309,2.548802465915839,2.81289677619832,2.075578585487944,3.604798292591443,2.9537340543496655,3.072788987747457,3.384718730096993,3.445138209987955,2.709282225484588,3.5457493645612144,2.9233440826826382,2.178303079090581,3.082606503861478,2.8401046874620217,2.4583453018711183,2.7363345246099327,2.437685044829471,2.2574957978688817,1.9709331361812272,3.1598687949300333,2.7891235044079083,2.573225229961004,3.0728286300427285,3.2130790590660716,2.5190158164362977,3.19260549585449,2.53374583864841,1.9456273649988682,2.111718662207355,3.1874697928585016,2.0726838866958928,2.516550901717862,2.7322631333656,2.573623008012821,2.477557980910409,2.582232078740277,2.0509468599714147,2.3994312456932345,2.0950982538176803,2.9729764057902455,2.7030337842856857,2.3457589866256128,2.6539440523374003,2.6277636554502206,2.2650232637858547,2.517283065632739,2.4729097463583587,2.4406057017512928
CT065_ses1,2.174964299458921,2.718971675890243,2.849996612498847,2.9448408276962317,2.2345385150319594,1.9570727716210359,2.4029813415240926,2.5108418053813937,2.9278288986227565,3.596219685366872,2.6406996121531066,2.017863874373885,2.4416548556700564,2.573264664526914,2.453514251475512,2.149247405229597,2.6407547362288066,2.7388167296804764,2.867967581251371,2.632682231443241,2.333208143434461,2.2468128115778363,2.5016986247091495,1.9218530119085295,2.131391997533449,2.50973977337147,2.461501712713234,2.138938708949667,2.251901712831612,2.9104358096529253,2.3724020016464022,2.7153954656480295,2.4496025509931867,2.5539965146799717,2.2812681178725867,2.190207793000739,0.0,3.877787940525234,2.5022328989139853,2.9448408276962317,2.384585793190235,3.2758602751828336,1.8924416861239077,3.1273519553885616,2.522243579979157,2.6406996121531052,2.9433410144966436,2.7641995493651006,2.5675302745359923,2.5888577815953937,2.473236201278554,2.588633305830456,1.4741012952058143,2.453279503314204,2.170073870953424,2.360790281649715,3.3844813459635827,1.8847579198022317,2.461501712713232,2.6757984227413103,2.4858858539717072,1.9380866913027288,2.403816264413103,2.6700683674877057,2.6616414737547274,2.673288727927508,2.938688785609139,2.5075495219586266,2.7675220496107973,2.710605903837157,2.773602972248151,2.8346585928776937,3.2320944475821936,2.6139741084794164,3.458914228505743,2.2835025250423366,1.7957590655580438,2.3036616782835027,2.853943448517104,2.1181148629114954,1.7480369932531057,2.0591082767545834,2.2565452371725487,2.3100303347076787,2.552753598085448,2.602090459769199,2.551256383697635,2.3776289314788097,2.168194200947445,2.3192092877212924,2.9469352117112453,2.893731896077092,1.7007099056937744,1.8621968126544424,2.900446762636948,1.768467072818639,2.4097056098961405,2.656966105139422,2.0631297605990744,2.4398760968877444,2.7282206557400728,1.4039195946799954,2.114337501635098,1.9703441027690494,2.6850499441877695,2.3147471471982684,2.257235691064001,1.9672713968098732,2.4777342245610474,1.8607326231595132,2.1968060761058394,2.089657960219658,2.1068728036220614
