,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DC10,DC11,DC12,DC13,DC14,DC15,DC16,DC17,DC18,DC19,DC20,DC21,DC22,DC23,DC24,DC25,DC26,DC27,DC28,DC29,DC30,DC31,DC32,DC33,DC34,DC35,DC36,DC37,DC38,DC39,DC40,DC41,DC42,DC43,DC44,DC45,DC46,DC47,DC48,DC49,DC50,DC51,DC52,DC53,DC54,DC55,DC56,DC57,DC58,DC59,DC60,DC61,DC62,DC63,DC64,DC65,DC66,DC67,DC68,DC69,DC70,DC71,DC72,DC73,DC74,DC75,DC76,DC77,DC78,DC79,DC80,DC81,DC82,DC83,DC84,DC85,DC86,DC87,DC88,DC89,DC90,DC91,DC92,DC93,DC94,DC95,DC96,DC97,DC98,DC99,DC100,DC101,DC102,DC103,DC104,DC105,DC106,DC107,DC108,DC109,DC110,DC111,DC112
NT041_ses1,-0.0010899872561558382,-0.032648028332049876,-0.007964221683432048,-0.008178175188397255,0.005956076666390257,0.008350410678767281,-0.0044612257434775825,0.014815311064684925,-0.0037279902024142195,0.007463890559185449,0.003483111605043541,-0.00948891037778696,0.013981692298306146,-0.0027405187021258765,-0.0020140201316387308,0.00764945406177581,0.002573828506878195,0.004875650756254319,-0.004053720946747451,-0.004332899135350899,0.008121383690916441,0.015215275790943736,-0.005777624343488969,-0.0003191826679132372,0.004153553086121247,0.0036795986370856313,-0.001228817945867016,-0.006193335107141577,-0.0017305093364137893,0.005522605376424727,0.0021211459518370337,-7.463284925159491e-05,-0.0016638549287443004,0.005273894808542742,-0.0013071945896116596,0.0035624056975532723,0.0003487897592680376,-0.00252726057397265,-0.010263871384046698,-0.003052325126541402,-0.004943703716804968,0.004450557684474364,-0.0016558834369280431,0.003917277467550289,0.0025514151699486385,0.00026241005025071405,0.0009885351418386621,0.0002564020878963654,-0.00184325996621893,-0.0026546266022511233,0.0059610004209259375,-0.0009308176307702781,-0.0013971967364747712,0.004903209529884194,-0.0033155118933825218,-0.0029548490150049416,0.0017745425743346628,0.0015192542717411203,0.00435734921911419,-0.0006519938738587321,0.003138769251849575,-0.0026580388258538477,0.003807510817721881,0.002470275864047959,0.0030289263992277736,0.001410996530520454,-0.00020301777480532198,0.0017124302133821054,-0.0011037556319114642,0.0009943173176146785,-0.004641736771092682,0.0023610964836481814,0.0001580660547710011,-0.007531475546604456,0.0008057982872653229,-0.0019347894005568738,-0.003121592465249588,0.0008199792255517097,0.0004354286329221916,-0.0006711107466124588,-2.3899539808155626e-05,0.003460404801388482,0.0004714978222740821,-0.0009009806162379717,0.001973009095930501,0.0020368498904823674,0.00044762815236283247,0.0006073795227069398,-0.0011114973863493376,0.0002420091101071145,-0.0011295786380331044,0.0029313117080613667,0.00014686244631088643,-0.0003164655726520828,0.0008512371081484401,0.0010517008502934622,-0.0011086225884079641,2.870651101464437e-05,0.0011655161110686563,0.001687250626444522,-0.0012982571432227949,0.00010211670911909699,-0.0006264655135417515,0.00047858571646924045,8.175842213758824e-06,-8.1856905369227e-05,-0.0010401528529138952,0.00011732420603566202,0.00018420516010900437,2.619834476610001e-32,8.552741287095806e-33,3.1167309816902625e-33
NT042_ses1,0.019871474419150357,0.029846095851074155,-0.005495460723651944,0.012510524058704288,0.02091512607390131,-0.02398073445863114,0.005787887324321372,0.0013749791102101725,-0.007070159765545873,-0.00010560076696539926,0.0069498601294050374,0.0005759276405738634,0.0049129452261691235,-0.0003267154428820812,0.01453391687060619,0.014231185536471425,0.007359356192843316,-0.00402691630343805,0.0010322700418868686,0.001321146617311247,0.0007393729834698385,0.001405665039826321,-0.0014301809821683558,0.01210564019558246,-0.0077656601865059415,-0.005942451322998534,-0.00285120923289549,-0.0016875097264811099,0.0006427423633810914,-0.0002294194814046049,0.00482568744029609,0.0031155430783816112,0.00010568720989574135,-0.00017800375190012792,-0.003250415178579798,-0.0006892861792955439,0.0005135295795439629,0.003956165669287861,-0.0008863754953376531,0.001115812813315837,6.822595615775261e-06,0.005484456120266604,-0.003500555890068694,-0.00335531197523752,-0.0011708456670677183,0.0012729799619476808,0.005362318791789047,0.003511435544502044,-0.00182052702723898,-0.005320949310091972,-0.008419013596194085,-0.0007000033626372664,-0.005386977136389524,0.0012397858910439205,0.002534023872548073,-0.00144608090001904,-0.004065220684062143,-0.0027652418435182126,0.0030978996660998253,-0.0014507279493496926,0.00579760451776659,0.0005813622395743782,-0.00118118563081204,-0.0050875111894990565,0.004721507691531558,-0.00030775341253693486,-0.0036776691159405004,0.0008541065991177279,0.005960261701281815,0.0005242865334531735,0.0010709547158749984,0.001171017679190286,0.00014189321044442456,-0.0007029928413743399,0.0030941651008878413,-0.002985516769291359,0.001501952461809651,-0.00010540113384261499,-0.004739327580778782,0.00016401179529719,-0.000881986121417307,0.0020979209687348077,-0.0014889530961840112,0.0012282823732276873,-0.00048789945612071615,0.0012442888638197988,6.777080876429621e-05,-0.0013612921622381698,-0.0011298872495567895,0.001592860505093406,0.0008696341225688038,-0.0023681564351454715,0.0005598881356357107,0.00021507874104993827,-0.00027382354234711966,-0.00023285555561543972,-0.00021306996030763788,-0.0009564571958817872,-0.0014133864225331215,-0.0006579357621296488,3.420239721158366e-05,4.909764355735649e-05,6.523305093651636e-05,6.1395954669398e-05,0.0005792249028794197,-0.00046751195322763527,-0.0002503116292341968,0.0011602667309920927,0.0003067570806965764,5.0243400921287687e-33,-2.6608528448742507e-33,3.3933639090592206e-33
NT043_ses1,0.000623982503986424,0.021934581179097155,0.01780982889079662,0.007779218526217006,0.01014712605418565,0.007009570512060889,0.0008346756248441266,0.0015750184305832963,-0.0047996350377126976,-0.004184060759149673,0.017528567007985794,0.0011809348637772943,-0.0009371937744147527,-0.018206068811681828,0.013790988207591766,-0.014926780263539429,-0.010093145062286427,0.015085210188999684,0.006956547252754473,-0.013893229181279923,-0.0017956010752603472,-0.01818700327883902,0.002749238668795482,0.001132353025985561,0.0004604404759240754,0.0016871957676337461,-0.00012965921909968738,-0.0005337068782608288,0.001019323081755148,0.014084546252071456,-0.0016803314142061583,0.002577845712143975,-0.006349739181113089,0.006458752464719979,0.006777105715678942,0.0002223352885878002,-0.0008112049548684629,-0.0014182467372145977,-0.01381420401431994,0.0003712755728357235,0.004219771714228053,-0.0024356959810428896,-0.002219075580831011,-0.007264279189569653,0.003396179484233212,0.00044133521217940605,0.0018234506098786076,4.615299304078344e-05,-0.00042188895110029264,0.0021814445897106855,-0.0005086426955760578,-0.0008167560682893125,0.0017282500653082683,0.0022291669943559824,0.006381645245534735,0.0038069346531071145,-0.00216548206983531,-0.0020337447231741582,-0.0022276142517886075,0.0038689247428781866,0.0006148534424103159,0.0012674941586854132,-0.0005267183445253882,0.00013433901032796985,0.0020828478835363154,-0.00037001450323964315,0.0021776404384409127,0.00028788135565484003,-0.001122529092065287,1.1734356121383584e-05,-0.0035895950433421867,-0.0015771546423074773,-0.0005511856228546663,0.0018934438650260168,-0.0007644801992132032,-0.0018672038425422398,-0.001401033517380403,0.0004807352369863734,0.0002425010664479049,-0.0010672052846790198,-0.0009092039586507801,0.0005383821613990811,0.0002903872411985928,-0.0009819723399025454,-0.0003415840121883856,-0.001466689207094702,-0.0004303075427052413,0.0007628947145423814,-0.0006723001967822146,0.0004977826524853299,-0.00022882168612380335,-4.4537519697859295e-05,0.0002627477707186097,-0.00019216604262624107,-0.00010934856904243687,0.0005168759109371622,0.0004238736926823843,-0.0006787608716320619,-0.0002063406693539098,9.651960509955822e-05,-0.0005489096331247929,0.0001959677581239703,0.0010898972794470398,0.00023404594916202762,0.00017439439985390522,-9.384573202470142e-06,0.00011597279422070708,0.00022929642472693793,-0.00033288001620282567,-2.5121700460643843e-33,-1.5204873399281432e-33,1.7704507351613323e-33
NT044_ses1,0.014787732093680611,0.018805155440091127,-0.022021688456272368,-0.020971031021330872,-0.0023673161919773355,0.006453513078348105,0.005710468568991438,-0.0031948638100673865,0.0034639500407604184,-0.02286432408511816,-0.0003119754356184051,0.0008858113689914322,-0.007727090582734059,0.013568533162745523,-0.0019639301188439,0.00013642296615126755,-0.005305020965019238,0.004298595792852894,0.005161482782135982,0.007815306352036646,-0.005775845316085984,-0.013883832593201764,-0.004059144394949122,0.0009256436638259045,0.00215724040719587,0.0004009394924040214,-0.0022665195933583996,-0.0029051465437924247,0.002130303669280402,-0.0016505461877787274,0.001546000780356237,-0.0020249035790422935,-0.0033351431598898735,-0.0014732801138179928,-0.003475017870069382,0.0032042196783932117,-0.001015120496665054,-0.0021309789125681265,-0.009759354183150255,-0.0050763753720402685,-0.0021889263802641343,-0.0008608720460154851,-0.000932927004485877,0.005842076793753035,0.0008851359349600304,-0.002061013445781239,-0.007432430824045797,-0.0035412285354902893,-0.004164758584753515,0.0021327388962417045,-0.002326981317201806,-0.0013682490834946743,0.0033017897956352377,-0.00029282611907223964,-0.0027557434559855355,-0.00028853328881914785,-0.0018197199532630078,-0.0006672204129583672,0.00397736495288235,-0.003221943645004848,0.00467869186832642,-0.006624294400341422,0.0019039707346084336,-0.003814145642643721,-0.004193561207921567,-0.0018655110018088636,-0.002339862762210272,0.0020094346909742666,0.0020531737112262347,0.001036940680003553,0.0015567539095250084,0.002175649944183222,-0.00010915755244546505,0.0015522595742645093,0.0015402721223006521,0.00048500918807545495,-0.000728427479082268,-0.0018004953009588662,-0.00028577153611726114,0.00023911445830579852,-0.003281801192825052,-0.0012245518700732744,0.0033249287138534477,-0.003773287608589675,0.000155819689168312,-0.00011968993498248286,-0.000430032967916252,0.0005540135095548224,0.0002325653566435697,-0.001116109010007011,0.003157059998977901,0.0008927836528189647,0.0011682467670941317,0.0008217984914192239,0.002090275195862886,0.0011335364361743947,0.0013768955520783394,0.00040503708589178226,-0.00012020533725891934,-0.0023899684809283845,0.0016989461460045344,-0.00035002785792522846,0.00024849390741653625,0.000692660070616292,-0.0004710867331514191,0.00016964862714436126,-0.0006360641240011249,0.00046308025497758266,0.0002756068842441231,1.345805381820206e-32,7.602436699640716e-34,-2.1392946383199434e-33
NT047_ses1,-0.04809219380182067,0.014167659577017867,0.003540556173864622,0.013453752317094001,-0.014839394130178294,-0.005341040975552268,0.025079477662695814,0.0004743173400672193,0.023701861397821627,-0.010134917494846393,0.0019537266011606298,0.008822444090179618,-0.001591269471017829,-0.00987588746391938,-0.0016859795465974123,0.014228621435487903,-0.0023465936967476076,0.0014342719140430708,-0.008286726125439249,-0.007489562572631956,-0.0012252129376934613,0.008121222541779938,0.002507104176485642,0.002624867246247216,-0.0014801088964116844,2.55972797400059e-05,-0.013361528551787067,0.006812392456490175,0.004915317597803988,0.007141115211129738,-0.0018237177189300512,-0.0019166901722085768,0.0015374527340172213,-0.00442252880031414,0.009475749972379521,0.0023494510845277934,0.004392666050905745,0.0002796471102584825,-0.001335559709086074,0.0006971151640295204,-0.007553395726373522,-0.002214181938058201,0.0022796758124808305,0.00478420018745387,-0.005422553170743488,-0.004657567702584273,0.00026373368568070676,0.0011112232123213115,0.0032839509002246174,-0.0039472390641204485,-0.0008869305691671945,-0.0023581709131489325,0.00238692659637475,-0.0019774002322998376,0.002297436598077634,-0.0018504964311494396,0.003277838121018905,-0.0002773756115683995,-0.0009056486041125678,-8.64002475335034e-05,0.004935789473124473,-0.00021052701620722928,-0.004269770890726519,0.0038441898101953735,-0.003280756527770745,-0.002887682640942468,-0.0013123527152010212,0.003596425855117795,-0.0012889707678216272,-0.004395910067907202,-0.00013412333801046124,-0.003335830433380498,0.0006914874782355439,0.0005413119766012295,0.0014578754809259373,-0.0010478703420680226,-0.0001388575836762846,0.002411246931399911,-0.0017541789659179551,0.0023593937844075498,0.0008780042950554107,-0.0007431860547885665,-0.001107431332329124,-0.0036634905033521114,-0.0003697825296071771,0.00037560540910587596,-0.000869047996019699,0.0006434239034709434,0.00010619526688290057,0.0008107806077621455,-9.871653086049961e-05,0.0007727986450156787,-0.0019151750299286517,0.0014030166077338483,0.000568362911971061,-0.0006589475607338405,0.0004043588828325771,0.0004775983698863122,-0.0009523462078741754,0.0008235231846281494,-0.00047206568844595587,0.0008748278028957536,2.649068584454637e-05,0.00035105699577666044,-9.043726059438335e-05,-8.905156305084801e-05,-3.528398368340011e-05,-2.1026083523823246e-05,-0.00022333811684714745,0.0,-3.801218349820358e-33,3.2827107381116375e-33
NT048_ses1,-0.0034228899826079587,-0.02924435423879033,0.015594449200546145,0.023489601200912476,-0.00933297133109474,-0.00037161095767325957,0.00797943775926651,0.002443351737663792,-0.0048758622811823854,-0.005675020336265467,-0.008312835395455931,-0.0017242200443594565,-0.006124956200475275,-0.0067809458382780295,-0.020897675712009844,-0.006151825567079691,0.001128132779144164,0.002911696007093422,0.001687543832049706,0.004612718873870883,0.0168276420724398,-0.0121843358846485,-0.019783461901043638,0.02020129586012849,-0.009924585913626003,-0.006532716570867058,0.0013447269868839056,-0.002493506495626822,0.0049530817876110725,0.011369549524275789,0.002057565574883903,-0.004004229423475799,0.006067556180850031,0.006573541632704678,-0.00362989545466423,-0.005468455272973801,0.005757022629850515,0.0008670053709264027,0.0035468125172163183,0.006686905041555947,0.0012768063644557738,-0.005467899627703951,0.00020927219372122551,0.007015797841744004,6.695557705012899e-05,0.0013931784200324625,-0.0042670520152872735,0.003538839553274504,-0.0013161738585300514,0.0007073207546031545,0.0052668482874306715,0.00014023889068010128,-0.0035623673676464145,0.0016040179638361631,-0.0010974976104881657,0.0013074530107525992,-5.324114814955131e-05,-0.0008104028596570327,-0.00243986600923227,-0.0004299266588273086,0.0009938148233629527,-0.0007726266024759448,-0.0013389218643047286,0.00016707724586473624,-5.633081997087474e-05,-0.0007727651058876665,0.0004356731493326939,-0.0025714469242439065,0.001837403675476573,-0.00011677184181952439,0.0009934509756708415,0.0010637485706418096,0.0012651625818038592,0.00021861393161907186,0.00023542771615653581,-0.0008015542708538522,-0.00012259241498766837,0.0002255849265167503,0.0008265480038152001,0.00021698155973062525,-0.001241328037809609,-0.0002234728879010011,-0.0008364116922777541,-0.0004977902880994263,0.0002555395790955426,-0.0002588366689395579,0.00028621771464369395,-0.0002216945060392112,0.00048130901075657745,-0.0004413223578375448,-0.000796891102876728,-0.00046771662343753924,0.0004156769570729595,-0.0006579000117389131,0.0005166475152762903,-0.0002292527589044681,0.0004480042140129569,-0.0005907219604674972,4.0878362875659e-06,1.564625965500097e-05,-0.00038744042299381024,4.3514323600991696e-05,-3.119144383446682e-05,1.496310807237259e-05,-0.0002593442961636517,-3.4197977632190213e-05,2.7104613013000774e-05,-4.775798156594912e-05,-0.00017366688419136046,-6.459865832736988e-33,-1.5204873399281432e-33,-1.586028783582027e-33
NT049_ses1,-0.006010603412621355,-0.04443125126405387,-0.005325296117432274,0.0078923954277679,0.004113729578889934,0.004737421726821011,-0.007452488187082555,-0.001047337882932703,-0.0030844067647865722,0.00637703334504898,0.010920651756161229,0.007872369441158428,-0.003405925565173256,0.0045217502515654765,0.011954747241048115,-0.004884594540238417,-0.009029958362642223,0.005579120165574207,0.010143943081247789,0.003870894515499063,-0.002195332839721887,-0.0014322578316460926,0.0022914526362549756,0.0045122450160997194,-0.002166035853642924,0.001166684706594295,-0.0007396229494907142,0.0008285492638658742,0.00042024018116199025,-0.006437863436278438,-0.0009381639444033981,0.0027470484880244284,-0.0012948990597317117,-0.009991054973939487,0.003299407172839213,-0.00310449054287856,0.005363052530516352,-0.0031618380143792484,0.0015233763911831374,-0.0010668372911929915,-0.006667256850331895,-0.003080448722162704,-0.004726304520344627,0.0024943072939080306,-0.0002763794122969156,0.00023196827564066794,0.0011245496130945533,0.00027553802210921943,-0.0012045501674696308,0.003057758921785873,-0.0018235780521459214,-0.004394116869935761,-0.005414270198895726,-0.004768359563506315,-0.0004847737100005625,0.0050074251964721695,0.004452219668002083,0.002451655114460205,-0.0025978611894535712,-0.00010787983705785482,-0.002354770391839517,0.0021765193726072172,0.0005954265594099086,-0.0031667200541950313,-0.0037742771382891687,0.0023890576223445205,0.00401203998495894,0.0011764239166807667,0.00528541419502725,-0.002447398790390687,0.0002887460805699931,0.0013538496538526648,-0.0028851392351469758,-0.002443588037304675,-0.0012541060028729712,-0.00489620260672713,-0.001926007082926958,-0.0006816718358335575,-0.0009688795673313788,-0.0019374439932653728,-0.00025731582554775037,-0.0003102337842348097,-0.0016921584094107245,-0.002951367880450791,0.0003074401595784043,0.0021078354589029276,0.0020423541413059315,0.0006498045594067883,0.0009395873590818198,0.0017234613362850162,-0.001922486105206969,0.00048628923965480836,-0.0005167079906171087,-0.00042066739348278157,-0.0009538947622067935,0.0017558559020679895,-0.0003016953411060225,-0.002040352794368726,0.0032868171515194273,9.253269110361668e-05,0.001801669164097376,0.0014545853842316983,0.00024169165325894204,0.00020628791000166976,0.00043302203582152254,-0.0006114132997753195,-0.0005580285686057237,-0.00038290223805343895,0.00034325862825940255,1.3816935253354114e-32,-7.602436699640716e-34,-3.2296894270325866e-33
NT051_ses1,0.05551496881067887,0.002879855296658959,-0.008231450144533001,0.01749196125636162,-0.009388375936756234,0.014985634226479659,-0.0070189765254833085,-0.01306532765249363,0.013715721218315515,0.007947642122649057,0.0052244756283199864,0.0005782365924333359,0.0007137664185641563,-0.007333894915962701,-0.0008690974276018739,-0.0025193330871228345,0.005195193883580075,-0.003329659216902453,-0.008164686672006425,0.010483620563815006,-0.010349497762736626,-0.006007554026798096,0.007097830011204181,-0.0071645736993459965,-0.0013204139543026832,-0.007210639886287837,-0.003791733806745851,0.0066940918921722355,-0.004353649986159064,0.005300634320656836,0.000352173562180581,-0.001440233759724988,0.006325672181739831,-0.0033514223948635023,-0.0031567574817182686,0.0002999810276090678,0.00023335688255492733,-0.004611966756304338,-0.00024589224278369343,0.010163678172982516,0.004017702426849231,0.0043509305985322995,-0.0029149427366376613,0.0044987015860245335,0.003810057512730268,-0.0026087546447244084,-0.002520818607277477,-0.004987510019428436,-0.0026087108056727657,-0.002911739794357619,0.002653837867268103,0.0037582750591187717,-0.0002417195042220934,0.00516843732418956,0.00032717548858193963,0.0025920207294902677,0.0006654931984245083,-0.0014515069762722373,0.002684012087297706,0.0015019645201365581,0.0028276350840662516,0.006675955566160954,0.004545529424908227,0.0026680658090825608,-0.0007916538029085278,0.007917613038284595,-0.001824511647884332,0.0030753816162558973,-0.00029623608348240704,-0.0032516152553097363,0.0013471169744072448,0.0003094847196675044,-0.0024853992944837097,0.0009789313130081966,0.0027772072546667814,-0.0031293049517821486,-0.00030601844026642414,-0.0024104121086091896,9.078492402371042e-05,0.0003457342827880373,-0.0018604598695375783,-0.0009822297861025139,0.0007509994759038618,0.0006823485572010656,0.0016792589105135238,3.544413917559726e-05,0.0007595717260851049,-0.0002734329131359514,0.0001517430331129291,0.0003457710783898209,-0.0008737011490953353,-7.018131789699186e-05,-0.0007837956868960958,-0.0005632908246337284,0.00024573225907019664,-0.0005659328162101122,0.0003580278884500293,-1.9060727438614384e-05,-0.0009701560896366589,0.0006644334130246551,0.0009336701875539784,-0.00037621440350837004,-0.0002489867029158582,-0.0004468634418651215,-0.0003400000585913606,0.0008396510604155489,-0.00013773334427229428,0.0001670070972255839,-0.0006273885180800717,3.9835839301878095e-32,7.602436699640716e-34,-5.901502450537775e-33
NT052_ses1,0.04287516993646238,-0.006676127076020525,-0.015106763150064224,-0.007899187647090165,-0.019129559301102567,0.012408995940475454,-0.007960942624283356,-0.01422277185705629,-0.00484213225678145,0.01361473756155522,-0.004420110545164187,0.01277440724344864,0.013620041408071193,-0.013768972343691848,-0.007319564902020753,0.008698342243967164,0.007153864503927915,0.01129046118000609,0.00023615828279078662,-0.007670057310444614,-0.0029979587842281436,0.007076939868458314,0.005247842603895396,0.004396306818924459,-0.00486478080567123,-0.0037380565843004795,-0.001391885931860078,-0.004887690689691868,-0.002526106201011262,0.0029646767755316457,-0.007109851635980348,0.0004436338362093829,0.0009436652815286312,0.00314910115916453,-0.004261286643795978,0.00024174160741014967,-0.001166873341042534,0.013618598440761997,-2.1892367358969406e-05,-0.010226684930637825,-0.0009942215384090179,0.0005947751986415363,0.005561330807245986,-0.0004306469225637664,-0.00039182530823449077,-0.008418046996310895,-0.008951579631725019,-0.002677493468434433,-0.005134988209034132,0.0008892447678893689,-0.0020335403069230897,-0.000923899263475431,-0.0009484997119505537,-0.0018213776773639415,0.004535422451743747,0.001778889935021647,-0.0006692114098398094,-0.0011747451897374953,-0.002636723548293327,0.00015563988040128451,-0.00644069061105403,0.0017994128259720401,0.0024410836233760883,-0.0006000293085592951,-0.0008443261616024057,-0.0013391546200748209,-0.002074841306798802,0.0007171673890278131,0.0017661103980294848,0.000447796098033055,0.0014969697231173775,-0.00011210740449138588,0.003595774774838207,0.0013666543100899998,-0.0006367643601832578,-0.0020207778907175697,-0.0004534892854339556,-0.0013773869298660181,0.0012237465381687066,0.0002914530956178977,-0.0003063146104644826,0.0013188278532004485,0.0003260942724846925,-0.001007867639379855,0.00038247193769832156,0.0012998248268215112,0.00012239609476324894,-0.0016864309016537825,-0.0013670461403756664,-0.000202564360143191,-0.0005330183811795701,0.00047297097703871764,0.00027572776579006566,0.0008256821745343699,-0.001395505093822184,-4.734257422893009e-05,4.643276491553864e-05,-0.00116260354964508,-0.0003981737017219713,0.00017131976402167215,-0.00015027112126332533,0.0006122479189789842,-0.0005895781439018366,-0.0005443593420299084,-0.00024499841257768427,0.0009199491866647616,0.00012496645678236143,0.0003748740220647953,-0.00014055733549045703,4.136108540127433e-32,-1.995639633655688e-33,-8.852253675806662e-34
NT053_ses1,0.0587798437849527,0.0230982778943695,-0.050958383953052314,0.009019957595471695,-0.006928359648901007,0.0079772425013195,-0.00219661414902345,0.001399658374934613,0.0076464948653805235,0.008008428274591441,-0.013711376562038071,0.016126684966432932,0.00915677775133973,-0.013957453170165215,-0.007601390883559871,-0.0022217897793961527,-0.024059107704147632,-0.005328797797174104,-0.013505072729583864,0.006158289697082877,0.0015696399774202594,-0.003553193079456155,0.0009326907258013037,-0.0017962700245600927,-0.0038526834466166213,-0.006136046338876476,0.009215109724019618,0.004160744094458722,-0.004380627361405531,0.003264572016577194,0.005847832933671525,0.0068395526469995456,-0.001585326131050863,-0.004427708190397582,0.0025742396722453383,-0.0003171945576352497,0.0016958300478948304,0.0013891850041529877,-0.0012675283410464608,0.005888525748507744,-0.0007685270452683227,0.00870127482253746,-0.0009509218595679986,-0.0009022693789254405,0.006400661678909246,-0.0032387066790405543,-0.00010413704236567112,0.0034077323862702316,-0.0034782612684163003,0.002635805397336859,-0.003298710026356754,-0.0047119868130776595,-0.0013650260235006113,-0.0007585299629597774,-0.004182138027104533,-0.002188567969721002,0.0038821596542269084,3.7287167414718214e-05,0.003415959762231922,-0.000971861343082471,-0.002078699413031268,-0.003170331387328876,-0.006895622804603839,-0.0007124980005984501,0.002473365609868866,-0.0036519613007233694,0.003787385672429662,-0.0008855566425273131,-0.0009967981771253122,0.0014611862497653032,-0.0011420778575410772,-0.0008629269494123392,0.0003344272331261231,-0.0003525906394735342,-0.0013234414475103652,0.0020679575452736093,-0.0008829820118376237,0.0012563657004590583,0.0005421401208455216,-0.000185106880406969,0.0007113117446034166,0.00010961880037466958,-0.00043558583725141387,-0.00015789474912542635,-0.00028707095684948853,-0.0006734961572605325,-0.00040497433179303326,0.0005361516785682647,0.0004441020895796094,-5.068614146026712e-05,4.713651736827642e-05,-7.90008780167796e-05,4.8470772362224926e-05,0.00028035508199083863,0.00022170510659543768,0.0003565190816614055,0.00011487628087363096,0.00023919470295216772,0.000601661521343574,0.00010923542144653135,0.00022137374423748533,0.0004101457589974638,-6.986687199348864e-05,5.709552590676001e-05,-7.879824761359268e-05,-0.00013345380479588844,0.00036023365046915673,-7.508884602277107e-05,0.0001162519700573794,-1.8661834627906854e-32,-4.56146201978443e-33,1.6229131738978882e-33
NT055_ses1,0.023181504379891357,-0.008518767483817077,-0.00785889994429271,-0.018441613340633524,0.005104057077162291,-0.007445868192433048,0.007714954765928078,-0.006708961490207963,-0.005739008271380762,-0.010833438072674633,-0.005683716053102351,0.015053743997038184,0.004371201808104081,0.008207461604296055,-0.0007608546765345226,0.00011598498974407562,0.0032686991522745948,-0.00226009262568935,-0.012694680728826464,-0.0025122456114732216,-0.005078035657428939,0.0022994363404796082,0.0015879033191709122,-0.00219971344129028,0.003923209655430017,0.0016360979839198625,0.0026534123050259845,0.0018652897532750892,-0.004329731682912342,0.0018169534081902779,-0.001705268073605917,0.0010499643922150844,0.0021144545380357336,0.004014044837399944,0.0011813393776957703,-0.0002643038685662312,7.316903756552024e-05,-0.000759309680963486,-0.0008200904122598974,0.0012144811105370408,0.0026972079365626504,-0.003080218988051359,0.00219876543489113,-0.00011534099489434974,-0.0010949441790817252,0.0005030932410055607,-0.0025598155255212693,0.0001221789831266685,-0.0011063103981585297,-0.00354576505710551,0.0027738891863500034,0.00108848953322697,0.0006518476309577217,-0.0012238483202147254,0.004949093415198496,-0.0005081608476610138,-0.000711947907400491,-0.0038249026158749333,-9.665736995209242e-05,0.00357356088043866,-0.000937473759203455,0.0005075820763912167,0.0007955153150772606,-0.002958464297203136,-0.0021543941358694806,0.00034545665847303587,0.0008510528949268981,-0.0017816411389446453,0.004540022392441295,0.0007177701311940975,-0.002436675240670961,0.0009510705803134518,-0.0018139463655425128,-0.0008949947291456392,-0.001116313755925578,0.0021118160712706967,0.002191828677536621,0.001866968834312789,-0.0003250893418022313,-0.0010580481319958214,-0.002513970278483173,0.00024287416657886438,-0.004585264622268691,-0.0007413224864713568,-0.0015892978984516828,0.0011736912245418813,-0.0016428718065113796,0.002259780043838341,0.005140663184041553,0.003494988233159626,0.001967211122344696,0.0012303691352862605,-0.0007547148770113473,-0.005965756479082528,0.003087230907682902,0.0009908429770533634,-0.0013183288450591027,0.001670251580167946,-0.00010134773377087112,-0.00011902453057606438,-0.0015649404758497586,0.002143957133581588,-0.0031657178939574144,-0.0005514794741079913,-0.00035689800662649837,-0.00047042276609044663,0.00042317721154600527,0.00041412777761021995,0.0001860579047568786,-6.029208110554522e-32,3.801218349820358e-34,-1.991757077056499e-33
