,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DC10,DC11,DC12,DC13,DC14,DC15,DC16,DC17,DC18,DC19,DC20,DC21,DC22,DC23,DC24,DC25,DC26,DC27,DC28,DC29,DC30,DC31,DC32,DC33,DC34,DC35,DC36,DC37,DC38,DC39,DC40,DC41,DC42,DC43,DC44,DC45,DC46,DC47,DC48,DC49,DC50,DC51,DC52,DC53,DC54,DC55,DC56,DC57,DC58,DC59,DC60,DC61,DC62,DC63,DC64,DC65,DC66,DC67,DC68,DC69,DC70,DC71,DC72,DC73,DC74,DC75,DC76,DC77,DC78,DC79,DC80,DC81,DC82,DC83,DC84,DC85,DC86,DC87,DC88,DC89,DC90,DC91,DC92,DC93,DC94,DC95,DC96,DC97,DC98,DC99,DC100,DC101,DC102,DC103,DC104,DC105,DC106,DC107,DC108,DC109,DC110,DC111,DC112
CT043_ses1,-0.03678400168584797,-0.01208235960246877,-0.006406163590947527,0.004217056319639462,0.020820448383797548,0.0005510537622242967,0.018629211636489104,-0.010820282626751491,-0.005291393246346527,0.01794118003137306,-0.004077277800715019,0.005941687196040545,-0.003303003645311326,0.0016489304915725453,-0.007752286219501115,-0.002705101086951626,0.0035299169759918933,-0.006846728638037394,0.002570482388148153,-0.0036718722259444104,0.0007896293986254211,-0.0034992879420681204,0.003033829990353067,-0.006523106595791928,0.0026283127933008294,0.005716042475672781,-0.000364279560569445,-0.004021291219850039,0.006399788643453364,0.003977838463189067,0.004737495069006489,0.0017415815645134985,-0.000909493218279481,-0.002936511220097121,0.0007102648961150069,-0.0008997694903762341,-0.0032475563380764652,7.861203992885348e-05,-0.002935525650208676,0.0038654791437300103,0.0028373875943854786,-0.0017048595445175595,0.0015559903148786313,-0.0012412362712327114,0.0066882023594569025,-0.0021087423429495635,-0.003767190452967043,-0.0012578297366707058,0.00010937578518292572,0.0013063671868206524,-0.0007912889962916705,0.0002041229148905282,0.0006304368368540113,-0.0023320167451368265,-0.001462864077293646,-0.0032837239024940445,0.002900213795499194,0.004696175248961516,-0.003116739506515122,-0.0023879263939170256,-0.0007734926246705109,0.0001508232672905128,0.0039508793369911425,-0.006428389436923512,0.002319900784472974,0.0004954750118454293,-0.003668429910518678,-0.004069100011938733,-0.001149948680699153,-0.0031016453807272202,0.005439490649448133,-0.0052779513931691426,0.00042875202607650507,-0.00415303606555595,0.0019065021768515206,-0.0024092113442142227,0.00023993169936915718,0.002800059249934312,-0.002878270285807252,-5.498643518695025e-05,-0.0011922696332370324,-0.002174679937083917,-0.0016789841318507151,0.0012137659265750356,-0.004108530487594483,-0.002913346283196007,-0.001062781516192256,-0.0003638911152942609,-0.0023839127522106863,0.00022661768627309795,-0.0006457245742134372,0.0039261666044803824,-0.00031708931256136855,0.00013055232345336246,0.0010583430867980898,-0.0003154609517797679,8.708430686968747e-05,-0.000926729272245154,-0.0002269278781949641,5.654992284292282e-05,-0.0005681652713376758,-0.0009152424980266915,-0.0012437619396549603,0.0008519707328217757,0.0007859981094668255,0.00034525081479345397,-0.00026687124156654727,0.000184601986648003,0.0006925583299709376,2.2116600221516788e-32,5.40723310261946e-32,6.344183412443407e-33
CT046_ses1,0.037986131486966515,0.006209928264895934,0.011863210093115587,-0.023285417864888497,-0.015358828738306723,-0.013558729861601617,0.008498892015400222,0.02137740718738699,-0.006735053074676754,-0.0026929222471751145,-0.009283105896095666,-0.005428362526435982,-0.0027837102976014327,0.00545946244155729,-0.0025516988355222146,0.0025637396525426182,0.0005194619208623142,-0.004088123589772644,0.0028513380999564864,-0.0038397386229896604,-0.009667759965089133,-0.00031702752255019636,0.0035989740591554566,-0.004397584118467581,-0.0016785485397774894,-0.0012570175004037092,-0.0023626420407234297,-0.0027091760485611627,0.0058347141549258815,-0.001416863969546573,-0.002699813865325545,0.009104333643793322,0.0002765624137122387,-0.0027338233686887703,0.0049076469976194696,-0.0006106154077558888,0.010024387278120776,-0.003952805802651446,0.003891323640331745,-0.00031774358410533777,0.001329241228263767,-0.0016747031293404791,0.001868740582837954,0.00047981545853487985,0.009364638571768885,0.0006692597002951065,-0.005799522900389898,0.0021281023436012115,-0.0019782115280476886,0.0004057285555653041,0.00438040830037866,-0.0020704403261295693,0.0005937655358350978,0.0025303951109502537,-0.0011511781069864456,0.0012986937023089042,-0.001903513699422154,-0.005324257268458584,-0.004091054768747264,0.00048006918275892286,0.0017382422245797802,0.0021720199090871483,0.0010489291672947547,0.0009117784581414959,0.0005931328956230036,-0.004447708005096938,-0.0034367000925017857,-0.00015236352678728524,-0.0012120018618224481,0.0003916146802140647,0.0003695648727320794,0.0031288702016561308,-0.0007328173542150869,-0.0011769935762917284,-0.0027442816048926072,0.0011582719312954385,-0.0027913333967208276,-0.0016340371702988265,-0.0067674200240877514,-0.0009081121543020513,0.004554057721620043,0.0004055640582958739,0.0030653142174600495,0.001894875304801307,0.0011330520816369247,-0.0011058007960628349,0.0012900087830418573,6.948362776331002e-05,0.0006817125758799255,0.0033794596794240956,-0.0009270511221449409,0.0003115584781443222,0.00020174287382813624,0.0006268518602952107,-0.0007156469035390566,0.0009678204995678937,0.00037613278392892855,-0.0007130530912204769,-0.001410693082690455,-9.254727922915069e-05,-0.0006261345825866712,0.0009801710703944216,0.0005374018617015881,-0.0007224817313764184,4.3762437619031154e-05,0.00025427810482192385,7.437801353606879e-05,-0.00029576150611409374,0.00019757072715205875,-4.5618218608998683e-32,8.552741287095806e-33,1.136024638689553e-32
CT051_ses1,-0.02651213479219461,-0.019944420413945074,-0.005770286411948607,0.002045880009793914,0.006469844811946136,0.0027851844924152917,-0.012245051452154371,0.02487772351421601,-0.008433837442922969,-0.0017010886012978766,0.005345954587299853,0.008527334167356192,0.004412199062422197,-0.000697992825327719,0.00021121669340452658,-0.0031061785658414933,8.70700302420091e-05,-0.0006782176804081498,0.0009471543899786097,0.006352100673524805,-0.006965959555734574,-0.006315066498492129,-0.002936526080230314,-0.0006476855318519282,0.0010615653421526673,0.0050123155180124244,-0.0008115377059021092,-0.0010794570949917725,-0.0007238917780482688,0.0026482318625775203,-0.0008875403195063034,-0.003618447573446486,-0.0004633658782601994,-0.0010946457061321645,0.004834535135284106,-0.0009351598936047751,-0.0033905363324812,0.005426787045354142,0.003154287731113145,-4.823944384177832e-05,-0.00035601491177933176,0.004085142096816801,-0.0008642115708116819,0.0012118610278704478,0.0003487959417111644,-0.00011435728715361773,0.0015435598028608365,-0.0025672697060070485,0.0004198470914242638,0.001005958877590618,0.001192413415918354,0.0031196650280227813,-0.0004588729097627231,-0.0009540884313102569,-0.0012150778934881502,0.004106300176366137,0.0013396025890104136,-0.0006912702667147965,-0.001107091063124376,-0.004314793044596012,-0.0016502703187108992,-0.003538531855196488,0.0008366247373459277,0.0011309482087565976,0.0013958694911209866,0.0008933553326967363,0.00034139400509552,0.003761140640192864,0.0017749912529494332,-0.004926648982046516,0.0013870659299244357,-0.002311182004736158,0.0032989831094316765,0.0007662032870062321,-0.00022313038917134588,0.0011390149809920554,0.002864144829593997,0.0005985005361447,-0.003827218125116858,0.0014433680841634162,-0.001494834527440627,0.000945376657096022,0.0014685498247282564,0.0024644192006007958,-0.002031028089074813,0.0022496705860183975,0.0014359232866533202,0.002841194502943606,0.0005866553949054606,-0.0008755985873003084,-0.0020155601984258114,-0.0018892436497924103,0.004173296239427443,0.00025252473563915285,0.0013802170801495565,0.003150078159540229,-0.0010122696719549761,0.004154313103994873,-0.0008521913161946876,0.0019081967336040894,-0.0023878997332602704,0.0016187954569442638,0.0024892814467192504,0.0004966864414597236,-0.0016822871356409017,0.0018505099603910928,0.0013789941930254278,0.0005083752767282392,0.0002984862226442177,-6.236768068309555e-32,6.652132112185626e-33,-2.6559388511350053e-33
CT056_ses1,-0.007116186416435359,0.004669281400033618,-0.023829899512741316,0.011465125830985775,0.00888583000906555,-0.00573616501503135,-0.0008553808550781381,-0.010448087545006583,-0.006368478707499069,-0.006327512131357452,0.009123619556778031,-0.010882823959851271,-0.001557193435351524,0.0024842479211949196,0.012283430335891755,0.012442432182373255,-0.005563304680500705,-0.004476647397523274,-0.0017797079604700667,-0.005046246430220517,0.006532552084580625,-0.0031808947206340083,-0.004032110866517405,0.0006147984905452446,-0.0002976411644465069,0.0021614071666144615,-0.001221395448385128,-0.0013526000867731325,0.0025447012152376345,-0.0005723907332946422,0.004855089470133524,0.0006575344028468156,-0.003280673001919234,0.00294415319108918,0.0022894106379774304,0.0006939538136443948,-0.0011069561519574185,-0.0010289501732500927,0.005106386792720796,-0.0032619069945190684,0.00043813786007557707,0.0036522726719715754,0.0010676101439318466,-0.0005317060114663635,0.001970119201585834,0.001085516660891314,-0.0021948082258718415,0.004713466431038207,-0.0015730924262349192,-0.0036973291297054617,-0.00028927606022539736,2.699306226493474e-06,-0.0018785473885917343,-0.002337371224275519,0.0026001242912482418,0.0026995339111958237,0.003999642793224711,-0.002140872444369808,0.002956030873520497,-0.001220630981839652,0.0024695875243122634,0.005101766834678112,0.0021967214916357217,0.0002897569235652063,0.000125430416243357,0.002052978498331496,-0.0011547597088552581,-0.0006757779332273274,0.0002184474937862858,0.0038061887921620047,0.0022692964343151026,-0.0027616233023823496,0.0031620902806610844,0.002358355205011677,-0.0012948030764257372,0.0021688396276020347,-0.002439929958577967,-0.0041583015528630736,0.0017380742816707805,0.0046976040091432185,0.0011321273278495666,-0.0029599165122044537,0.0016411776914920723,-0.0013627667515117138,0.001602829283486554,-0.001986303782847668,-0.0002943196197253429,0.000553660646599959,0.0018785383661698884,-0.0039485802953434694,-0.0027325813924187047,0.0031555573419802955,-0.0023381566123079245,-0.0034460345770347665,-0.0015355624169725763,0.002672927948135901,-0.00020514771962703914,0.00041191221716452894,0.0003941391260236054,1.77739438547246e-05,-0.0015247673507061037,0.0009259622167246128,0.0004056855854407342,0.0020913217172647764,-0.00014043225644230837,-0.00039646685079728396,0.001418257579978114,-0.0012142689878029017,0.0010881950620231138,-6.029208110554522e-32,-1.1023533214479038e-32,7.819490746962551e-33
CT057_ses1,-0.03156143764971723,-0.01824342246405948,-0.011929217333085603,-0.001456874135024611,0.012868709249953219,-0.0067359938153292,-0.006325554284703412,-0.0033691480084103876,0.008770869989848789,0.015633191859490383,-0.008149871869745737,-0.0005059772718728039,0.00018187455907524286,0.010898764879059683,-0.005075013272384399,-0.007559712311776674,0.0013278139060535405,-0.006181119729151763,0.005141773707012995,0.001050268780622267,-0.0018555353105219599,0.0013188513330368277,0.008428620334691323,-0.0071652599643078465,-0.0001405236027113338,-0.006235288877205499,0.003735258752437267,-0.00824539630630092,0.0012442315937103807,0.0012639233145109478,-0.005877738364560885,-0.0004595203465668717,-0.0002384452596272793,0.002958960801568342,-0.002002026862566266,-0.00314230656674526,0.003016905076974282,0.0028958648258391286,-0.0034993988671894903,0.006100079391358998,-0.0020558995467607113,-0.005532660888471933,-0.00011228192082920811,-0.004003361536097002,-0.0022774657265313913,-0.002449933307300691,0.0039659729653182315,-0.0007988429820784774,-0.0016236988772723123,-0.0025612448492168226,0.0010251543887080774,-0.0060177847614309886,0.0002949140787249542,0.002158225093673623,0.0006889411172582822,0.0022804286893257594,-0.003693088669711959,0.002152907041896614,0.0014702573117207046,0.0015424786770120325,0.006502728073042534,-0.0004522842023620659,-0.002693854229414368,-0.005134636010437841,-0.002502668282453264,0.0008678031335948716,0.0015961599938473707,-0.0028767712460944653,-0.0031374102864418843,-0.00039826101989236864,0.001614803647622923,-0.0035913888207108296,0.004010703109775287,-0.0018267217221791274,-0.0049601557230686604,-0.0018201654088024326,-0.0015288607974314817,-0.0021379405065472348,-0.0003530649301018505,0.003575812459567291,-3.9543649526974636e-05,-0.0009358179510208413,0.002346229136568362,-0.0008945262596892422,0.0033069368626441565,0.0031976914031450372,-0.0010200034315318877,-0.0013767340589742052,0.0017305274070622807,-0.0015324507181647723,0.0014847463093764562,-0.002150520520132687,0.00037384808861751776,-7.960040322033165e-05,-0.00014485024276427737,-0.0010635039840663895,-0.0009774630845098536,0.0011753558196304103,-0.0003339764823294052,0.0013436513330755543,-0.00035695570433297026,0.0010457132324785568,-5.35910069598279e-05,-0.0016278739922030454,-0.0021917404474964524,-0.0009428659902967371,4.502706016153073e-05,0.0002459125565117078,-0.0001252677508968699,-3.804143212611782e-32,-2.0146457254047897e-32,6.491652695591553e-33
CT062_ses1,-0.03489493200259475,0.025120455659585303,0.006423435943450874,0.0026050348184082197,0.0016080571822692264,0.01038199663768071,-0.0006926210216122804,0.008380882977347456,0.0075793011117891215,0.009623851106361372,0.007022040127693066,0.013271645222901664,-0.011595023945503555,0.00717205493155562,0.0008177275537700048,0.0060262040299495214,-0.0006675269051702124,0.005945480512996792,-0.015658570312340962,-0.018919923497387574,-0.001623761514376104,-0.003092338658054525,-0.005131145454035487,-0.0012743896351060527,0.0015647622577772474,-0.0023757391501407835,-0.012679487696315748,0.005517364140327895,-0.0033678036874772413,0.009051531056024808,-0.0007883841701215252,-0.006132552995228768,-0.0036316727916759625,-0.002749409751560331,-0.0006285059388599166,0.006582689274125657,0.00653158464398418,-0.0011380966206599899,0.0079047686673168,-0.0010251325997422136,0.005633791175131106,0.00014607196549815647,0.002086440645034007,-8.036044923567013e-05,-0.002436665159995326,0.0031740116295182366,0.00461126223124572,-0.0012977141475986396,-0.007198274397202851,0.003425649534703685,-0.00016807032262543362,-0.005849933964063523,-0.00022595541681915635,0.004275830983679382,-0.005307580863837754,-0.002545659396327306,-0.0017404809631622207,0.00521772173739724,-0.000436858079723551,-0.0003881630077479231,-0.003689097375091591,0.000320245744314054,0.0011704040892260765,-0.003182109772741629,-0.002631509357567262,0.000295251178761196,-0.00033604296218918737,-0.00011709776209886799,0.0016056718689820431,0.005018940054354371,0.0010889716162895107,0.0003948479612899706,-0.0019305050149724765,-0.0005668758892803432,-0.0010539461303428626,-0.0005012453163453515,0.0007494923589033545,-0.0012301159441225219,-0.0003194344084264276,-0.0010738350924808834,-0.00016097974797153023,-0.000128989468645219,0.0012334210331910133,0.0023839378346602784,0.0008317781087456665,0.0009598038390740792,-0.001176142452553546,0.0009046716712688183,-0.0011089764832011742,-0.001422543157402369,0.0007518729469951389,-0.00027903585162645465,0.0024287998158057985,-0.0020735862330487284,-0.001045490009268173,0.00030109673719152293,-0.0007250223839888832,-7.274507627924802e-06,4.44470628084972e-05,0.0005391214430837236,0.00040264437632921623,-0.0005690178613795105,-0.00015139231454100032,-0.00015274552965308599,0.0001407934840789188,0.00023943846890442873,-0.00015054947647289232,-6.477224686689614e-05,0.00042188818586871146,-1.2740290947897948e-32,5.511766607239519e-33,-3.2458263477957764e-33
CT065_ses1,-0.024188057373151294,0.020816501871410827,0.02565578286218625,0.012377290636797999,-0.01526363237781877,0.00242091694894707,-0.016606238255258223,-0.005177298639808315,-0.012022446309031603,0.009534500807832982,-0.0077522671191896176,0.0035332831758400412,-0.005176821068644635,0.005903644578729035,-0.007129749034662609,0.0017669492607412835,-0.006508327598500583,-0.004058562496254374,0.0003248893716805014,0.0013577819442701427,0.011806112359172283,0.0075527833587536244,-0.003458237923024321,-0.004204243680885597,0.00790463467670344,-0.002654804553941547,-0.0004156159741835656,0.0020321019410321777,-0.004142342692277045,-0.00012668767673299267,-0.0024720909046086577,0.003048779359148101,5.841490468919089e-05,0.0007070175901038795,-0.004683897513275344,0.009037728827226699,0.0005252872952985611,-0.0011506882424200163,-0.005113838933147949,0.0022129674223616853,0.0019527308324571884,-0.00044844877586298725,-0.0017521990006505274,-0.0005238682802673213,0.00014080821788105976,-0.0009607420534939869,0.0025251495404775767,0.00044408680845369353,0.002166267410618097,-0.0008897203151862711,-0.002933800533002173,0.001897199429828872,0.0013390409968088671,0.001858206047350129,0.00430548336394184,0.003237501407989748,0.0047877361927130095,-0.007554076210825052,-0.004643330209065927,0.001041018319811061,-0.0009954635479211367,-0.006101591705297151,-0.003678034597345373,-0.004402831800165452,-0.0025953229143376075,0.001595387063174907,-0.0020835168471883604,0.0034254520253621406,0.00017364276819686514,0.0003710174064619611,0.004250730394726879,0.0016916992073634659,-0.003702496625218701,0.0009451139991983047,-0.001006000714690683,0.0018099426799548276,-0.002181453701763666,0.0015449568512618085,-0.0016651928262413468,-0.0008305793397493625,-0.0014541951171140157,-0.0013258525698087392,0.0005197587425145673,0.0010743854131336425,0.0016482989028410015,0.00305814948297757,0.0021328276071613033,-0.0004439286889659569,-0.0019554839804483,-0.0017330154812329477,-0.0024685346202279503,-0.0007813557209126044,-0.0021021951720541906,0.00032214132797113437,0.0007552528022649297,-0.00013265182229569664,8.042379293981389e-05,-0.0015836599999058494,0.0005458918113098086,-0.0007224015340601575,-0.0027393247411529598,-0.000765555562876506,-0.001213494193719436,0.0015332933258492085,-0.0005304651489410812,0.00070672391145151,0.0009359765861258701,-0.0005859685989493573,1.7316943634983746e-05,1.3637494535778087e-32,6.081949359712573e-33,1.5491443932661658e-33
NT002_ses1,0.052842159615239956,0.013302652790276615,-0.03786140066023016,0.020702048479275478,-0.0018882987233859103,-0.003486861007598425,0.01576556308835325,0.0170203028436068,-0.006948374441412836,-0.01249668531647956,-0.006100425296209161,0.013069634900678024,-0.00802827940444575,0.0044104965551778775,0.006139395474456029,-0.005411682800482588,-0.010836660922908324,-0.0070922500108739125,0.023892115897506425,-0.0155264224084828,0.013194863858541711,0.007183399318124687,-0.00459585499461512,-0.013842130986867937,-0.017504246144436325,0.004998280431871352,-0.004641061617501602,-0.0026563393047176237,-0.012332199839552365,-0.005111203523931762,-0.00648498682890098,-0.006915308341157702,-0.0008201370467594454,-0.004651742941397979,-0.002848276514971098,0.0008472986924820034,-0.0022147803965308563,0.004023947657182599,-0.004540653352413027,0.004606087683579515,0.0049882662110584544,0.0010034237845287727,0.0012275445300865468,0.004848084846589099,-0.004513118022842872,0.00483251718262251,-0.003824802266299829,0.0011715259932311003,0.0019481390773046663,-0.001465515528526698,0.0019104742885299247,-0.0008599813329468717,0.0028374735553357523,0.00011819048699435994,-0.0002897726128236391,0.0010417259255575677,-0.0002610725605963393,0.0008580974244891719,-0.0009062174026957053,0.0004786333010653856,8.157664589404087e-05,0.0023644483510395485,0.00042627694384585337,0.001470779873742567,0.0015200852488913815,0.00044624587857309216,-0.0007772677846934006,-0.0001008874928396089,-0.00041965171155182457,-0.000821446966663247,4.346673739668764e-06,-0.0008213859132207295,-0.0006072305984578357,-0.00043268991642923663,0.0003208630130475581,-0.0003836733012725142,0.00026610593663065535,0.0006540629872457027,0.0002878007143159723,-0.000747729374578197,0.000160441407421401,0.00029552772861076956,1.8291923864305138e-05,0.0004177132017432168,0.00010828644252558176,0.000326826845567164,0.0003778386840528131,-0.0005828880240594877,-0.00012649169149458634,0.00031545343711072483,0.00025593948744998636,-0.00023090602847540307,4.0047284186525743e-05,-0.00010550307946476505,-5.724247985763919e-05,0.00012849681635090877,-0.00022029822829136138,2.6170148807263815e-05,-0.00043037720759061697,0.0002101054307604929,0.0002383224094902989,1.0961327471027365e-05,0.0001297068899996524,0.00020610831514737197,-6.633038897669364e-05,-0.0005589715366290319,0.00013085079241716705,-7.072601935122475e-05,3.5560005355083623e-05,-1.5790783146690417e-32,9.408015415805387e-33,-5.311352205483997e-33
NT003_ses1,0.031407958727151596,0.005081424347679034,0.016937938959913062,0.025127584562516278,0.01133326356647453,-0.0125301103539532,0.003602171216887596,-0.013954576716153458,-0.0027639879139965645,0.0034868742578609206,0.006916162559437777,-0.007939589188975204,0.008286095834484015,-0.005951784413730779,0.011624501559770751,0.0004654430537501813,-0.0026804347723389257,0.006834548231532097,-0.006785419612539145,-0.00851348350822324,-0.010591278581679698,-0.004142912237533179,-0.0024520068528024507,-0.0008006278483773649,-9.144183683843022e-05,-0.00020440239819497722,0.005385254234791578,0.002921356821944429,-0.0028233304405888646,-0.0032545613912216167,-0.001716860212267562,-0.0030786553104159508,-0.004773283510529751,-0.004896474758976241,-0.0036696643612784377,-0.001541161117721572,-0.0010460606891705463,0.0041806637198915746,-0.003971121870965583,0.004205996747304591,-0.0018949567318266075,-0.001576317765906317,-0.00031101535015651965,0.003775104911567736,-0.0008464630687862551,0.0009536340112004934,0.0023051184011422415,0.00014179978944167454,0.0025721961595142175,0.0009058135804970295,0.0021950572701645954,0.003452837966900508,-0.0005236610451283984,0.0029197679380583187,-0.0030616035262073732,-0.001621146311446521,-0.0013705891246168448,-0.003684552541232093,-0.000986886508017685,-0.002238510566549071,0.002255362662100944,-0.0024265668851204663,0.0004567893048425996,0.004045424133301173,-0.0036385175169928153,0.0007437200709530983,-0.0015195128930344404,-0.0037695522504415974,0.0035857790221734435,9.060860368985867e-05,0.005722963205680393,0.0031693426926349406,0.005389919405985265,-0.0016182216644970897,-0.005134827640501332,0.0019149400075706684,-0.00033332144009534393,0.0027565441176147514,0.0011296747657655686,-0.0017864182365045856,0.0028248269411237743,-0.0007976910908559099,0.00012193991396692706,-0.0012019255040499656,-0.0010231261772790305,0.00022824804076183565,-0.0008440551401163128,0.004732975626123391,-0.00037927851404316837,-0.0006121445916904661,-0.0003621607959580387,0.0005262575781224349,-0.0011299441619625763,0.001300096391812147,-0.0018618579813251537,-0.0009781133612840318,9.15846701756067e-05,-3.699369116776978e-05,0.0006473769379835562,0.0007542112665846582,0.0005698341536064862,-0.0010328958182723052,-0.0016109155016887566,-0.0017503367890297648,0.0006798235967481332,0.001320628494232212,0.0001484398278437492,0.001459189191814045,0.0017078683167739896,2.2968411849731514e-32,2.717871120121556e-32,-2.729444883373721e-33
NT005_ses1,0.026294587358647786,-0.011102100439523704,-0.0022146657114653656,-0.04463798794654621,-0.0348888804752234,-0.021399887189654958,0.008833490957586372,0.002529887676366255,0.0062935620886951605,0.010832136889005181,0.02264842939395798,-0.004083935919977939,0.002920571631383933,0.002924618588943038,-0.010163800105755181,0.0023196428508347943,0.0009282168446668001,-0.011265270045282284,0.012269173914407083,-0.0130145976236739,-0.0008697898426149933,-0.005654500331643906,-0.0036477624396792883,0.003309158904057833,0.00761086266225387,-0.0023004039241567827,0.005541610376031573,0.006862678538211816,-0.0034207842503236855,0.0020625081540608997,0.00045721937525422074,0.0002984225373464706,-0.0013633201378755373,-0.0012981081381465876,-0.0016848972084950126,-0.00149338254700793,-0.00324105914109235,-0.0007373103027734587,0.0014722433336617244,0.0013334465429360157,5.28090442660298e-05,0.0016760310362025474,-0.0009745149824496334,7.006997705845496e-05,-0.0016232538615700135,-0.0014115548728060073,0.0020486035269942403,0.0014233959250456714,0.0012817331338708605,0.000315870585856095,0.0004605528304162788,-0.001458806263999558,-0.0006647044444811999,-0.0003495397294011738,0.0012479253426640902,0.00031382940153555953,0.0005424412241485251,-0.00010619127903197507,0.0004489126047227456,-0.0008241115297685244,-0.00022063881552600634,0.0005199871648734814,-0.0007415040093720316,0.00022453997106018297,0.00026062097616346086,0.00045176469035227297,-0.00043284310571873105,-7.56452175683506e-05,3.662735192541108e-05,-0.0009064922148829427,-1.3671817380029111e-05,-0.0001443311655494871,0.0002388858986381474,-0.00040522685690947937,0.0003558903303482925,1.42189908084665e-05,0.0005901836050562277,0.00010891341578145417,0.0005437511561721863,8.889316990633144e-05,-0.0007519515982588037,-1.6471407303544877e-05,-3.4044627040848065e-05,-7.876894392911849e-05,0.00012108730544236009,0.00011383219494152401,-0.0001927866862905048,-0.0001821299776853113,-0.00014612084810716869,-0.0006762251135613213,0.000337091181721523,0.0004211053093180499,0.0003498856100810648,0.0004333010071488252,0.00034707152642594007,0.00030680057331729065,-7.811225386404427e-05,-0.00037798217782431865,2.240040661547387e-05,-5.1943027459932244e-05,0.0002722861290982772,9.553133621077761e-06,5.4011090020885665e-05,0.00012340036595266213,-0.00016560810243490716,-4.6198272997980166e-05,-0.00026675944146111656,0.0001360120782192058,7.047710893821694e-05,5.180921182413899e-17,-2.4433545914229075e-18,-5.2210138186119176e-18
NT006_ses1,0.01993658962021917,-0.013574244998495496,0.001446270459885988,-0.002283671346313098,0.0034263374089957108,0.002890569955667149,-0.021121350972050295,0.006804052311272817,0.004370332856057415,-0.01328252118765089,0.012422563218108789,-0.006407199189800278,0.0023754471100973103,0.0004630887032052395,-0.0070997577285440905,-0.0013908566822872748,0.008806661801751686,-0.008661857404099721,-0.0013012920638039078,0.00423673037162779,-0.00027746704420467886,0.006652481188627839,-0.0034554436303974967,-0.0010380289069439243,-0.004576399225856088,0.004946888831682504,0.00014315350092258968,0.0005452551178279913,0.0043094677371469485,0.003058042781389481,0.0016422512010756047,0.0008443261672965053,-0.0012700638599764831,0.000385956273013341,0.006778369613637326,0.0006183957911011926,0.002285314030768134,0.0027809285710898566,-0.003257857257039135,-0.002488495383885607,0.002503028753274394,0.0022631769502849987,-0.0004868017509279414,-0.0028436761914898212,0.0001781738626150587,0.0014082758400036381,-0.0008728821532060087,-0.0008924466844983848,0.001444336173985834,0.0008298991514594534,-0.0026435934067382573,-0.001324518934528417,-0.00011146152027744902,-0.00042668941001260894,-0.0014811813950055739,0.0008362567524750621,-0.0015764232649570138,0.003961816723038498,-0.0007260328095762151,0.001886847590434864,0.001075102117715177,-0.0012152587732471567,-0.002361112022722219,0.0018268193374877525,-0.002627463262673587,0.0012958753061343563,-0.003371801825145613,0.0006757872555816017,-0.0025852163540635693,0.0020161467312949056,0.0035569490245016384,0.001619363626078616,-0.0003433673527017945,6.389226083017151e-05,0.0019848323027784934,-0.002095066059612834,-0.001763005610182951,0.0033819297578135486,0.002585796200536387,-0.0010520301782682778,0.0011931697134924088,-0.0003109592386606286,-0.0031718093647086186,0.003515367868348989,0.0003669969086935673,-0.002002212615214509,0.0012383996150553004,0.0015055641729700825,0.0005549607220437118,-0.0007419112530265104,0.0014492929137240346,0.0001028588934429614,-6.560375118942795e-05,-0.00032760658777909973,-0.0008524723084976636,0.001335053966423717,0.0009671232592994704,-0.0025523799520888574,2.5706109635587146e-05,-0.0006432002434853425,0.002915760784008357,0.0024009613629562537,-0.0013866852832012718,-0.0003052596762028838,-0.004825108567504108,-0.0007477751949449737,0.004088109993337385,0.0016911065447525527,-0.0002621757138173211,-9.761575036135893e-32,-2.280731009892215e-33,-1.1461824290653834e-32
