,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DC10,DC11,DC12,DC13,DC14,DC15,DC16,DC17,DC18,DC19,DC20,DC21,DC22,DC23,DC24,DC25,DC26,DC27,DC28,DC29,DC30,DC31,DC32,DC33,DC34,DC35,DC36,DC37,DC38
NT026_ses2,-0.007989234155053019,0.0059800640120338255,-0.02173492208914608,0.003587048765899562,-0.03627443881473704,-0.0020497142694313126,-0.010402726134529557,0.019458898575381463,-0.002908060300716241,-2.7984451094302284e-05,-0.00349609293554404,-0.0099182603934952,-0.0005958466787532565,0.010874253228834063,0.0011920975324840558,-0.0021726250445439,-0.014177433583422428,0.014646669729660609,0.006194640567614203,0.01020852485069439,-0.005300187278749633,-0.005323796703574932,0.004856472424550371,-0.004967087423145469,0.002133756294391954,0.0068555181871509385,-0.0015949415723134556,-0.006394423217474405,-0.006751513141146479,-0.003900435310869916,0.0003291636713384159,-0.0013058151887026814,-0.003512824119660709,0.001157493530051025,-0.0004281974737588031,0.0006476747217156578,0.0012838557210006901,-9.064017528327653e-05
NT027_ses2,-0.029653742870973825,-0.07072048753268337,0.014854543664763312,0.01518778115894026,0.0013682257420190706,0.008577630147799841,0.004007494833270797,0.011717214272564088,0.005959962799022435,0.015360648857337018,-0.007135698525585637,0.0022799806927165114,0.010594085938304123,0.00499520651359129,0.010865939782560396,0.005284679697422985,-0.004042736276510509,-0.00956034960631983,0.0004016930854217189,-0.0023229524310128874,0.005597041683255525,0.009030545030568996,0.00332712239674899,0.0007294401199159994,0.0006500957861446495,-0.0022306303713160213,-0.002814084506329432,-0.004474466194432546,-0.0011444527520466583,-0.0003006010775687307,0.005462400234017292,0.0026755194739394323,-0.004340045771150242,0.0034011482329952807,0.004018855121230772,-0.0018996869451026782,-0.003509972231696047,-0.002436281429727691
NT031_ses2,-0.011685324846500431,-0.012885887032630479,-0.0046813521916617765,0.028309316494263572,-0.014656625751033003,-0.0005583765496509952,0.02311707132042086,0.0046688153308687575,0.005473189360097652,0.005052229058732702,-0.013422323980295778,-0.01148797146088536,0.002496606000131129,0.006277758789018019,0.009874457188030669,-0.022376108816269887,0.005767710086311267,-0.0053366320640153755,0.009973674057053695,-0.0023235653000752182,0.0021051146919149194,-0.005041546890837253,0.0008216636686550816,0.008746844888834511,-0.006196115033754237,0.004824216406834278,0.006523821897225505,0.004154345900612707,0.0030524913334943112,0.0018295537576132736,-0.0030521212447804326,-0.0003928041768544848,-0.0007356468612324125,0.0010338529433261438,-0.00274303303050957,0.002630922172283123,-0.0011239284819200093,0.00153598925437235
NT033_ses2,0.03970251813235459,-0.02430517775909433,-0.005518142221876521,-0.018246703591119306,-0.0022739358497510733,-0.016410403963922196,0.016414384492693078,-0.002611885639560129,-0.00041914299410119346,-0.01256535849398831,-0.01697496222851978,-0.016805026518655234,0.003885825343598107,-0.016636703876931894,0.005123854738802768,-0.0012319951260565645,-0.0016944743957764809,0.0029045881712832975,-0.00535633194289606,-0.014126420362714654,-0.0037744079370534245,0.0011772260248629719,-0.002892188416520941,-0.014731489850327965,-0.006577118813581098,0.0006067657458154179,0.000307294666906508,-0.002843193475898026,0.002174290518483646,-0.004254484902574867,0.001599281092025611,-0.0005126090049469292,0.0007301580988269674,-0.0009892702108199529,-0.0007264082719380838,0.0007246374158922639,-0.000849401656217603,-0.0002149738717523391
NT036_ses2,-0.010414406895590636,0.027982535990649256,-0.006811200222196787,-0.018290835563265672,-0.001988743704764527,-0.009774369302974721,0.003287252781323936,-0.016929791947023064,0.021415441871681987,0.006441648937603266,-0.003329931638034465,-0.00281202586618077,-0.003811417501441325,0.009461286310269745,0.005095501318169849,0.008302442038873661,-0.003926997299792415,-0.0033876755521437857,-0.0071923440325008066,0.0013387782841060793,0.0031224725155021755,0.0018994805964007622,-0.009122393180769541,0.0006477332471136254,0.0010999747969569,0.0035231156810885326,-0.0019324340024504697,-0.002380883905152807,-0.00044680100617022767,0.0052037283678090926,-0.0036959315439437737,-0.0015312252419958673,-0.001803992359519079,-0.0028539006471684897,-0.0004857415742323346,0.007093797840652791,-0.001785473775379538,-0.006145310392877289
NT040_ses2,-0.01424705900207629,-0.004690666210921852,0.04641530196938195,0.010914250274126371,-0.003711294024837163,0.008780721115720432,-0.006549137830223915,-0.0010005185194588997,0.00836683820974458,-0.007055296646495088,0.008447451180554427,-0.0071621830052205635,0.005192683499653344,-0.000978717427345876,-0.004156214559697424,-0.0030599079187505975,-0.002557119180732419,0.008643884216395746,-0.0019320582067967318,0.008183792098740535,-0.0023780515229004377,-0.0019422793731448352,-0.0015566738988906036,0.0013123484080952096,-0.0026085404614084283,-0.002465847292237524,0.004189894368330623,0.003437026979499934,-0.0005198031979634747,-0.006202055961828495,-0.0010794632424757876,7.224414366562472e-05,0.009658557073097025,0.002226521511214758,-0.00019402568944646838,-0.001532459213750787,-0.004359002172350776,-0.005364472416091
NT041_ses2,-0.027517847144522097,-0.02094855632012577,-0.004777509058364778,-0.024362224215311968,-0.005361381315255734,-0.013541280317617905,0.01386231891664334,-0.003958968404590751,-0.00651927100405795,0.0039251219150116074,0.012717727398111679,-0.006683030592409911,0.0006220127299951094,0.0004007170752904731,0.00016584872653349728,-0.006119433551240235,0.021572500130400647,-0.005530606162974438,0.0006867646517942164,-0.0004768932072619145,0.003217761913667896,-0.00268668585710824,0.003127880688411237,0.003778365135511942,0.009109108322959684,0.002012859106628399,-0.00486750823619789,-0.006436227186544755,-0.000997459291408966,-0.005192909003745587,0.0052611115244904924,-0.0033418803276989845,0.0053438220856822415,-0.0015897294820424294,-0.0009902815598308147,0.0021693896586068976,0.0027406725779047045,-0.000504406856862523
NT044_ses2,-0.018427755312359476,0.0007020901547305017,0.026821378352514608,0.014925076237552773,-0.0053991835338815615,-0.00894394263816793,-0.014235007487142123,-0.03378957118605913,-0.004060441781545275,0.0014439661724675516,0.005715976260713319,0.00611864590593999,-0.005946361956638834,-0.0011728377253173432,0.0025190248394285734,-0.0005457845886904506,0.004762089666808517,0.0019915588870602027,-0.0015958216895927502,0.0005783627194218372,-0.0042842937801886374,0.0029984351564160214,0.000262516785950488,-0.002432180033074854,0.0005469016089987884,0.00473217629088233,-0.00034302408583927296,-0.0034870470203835625,-0.0029770335240978407,0.0024340445358665263,0.0025080991387946977,-0.001041243696264033,-0.002399706812203286,-0.0028124434572306444,-0.006341131955155305,-0.0025536842715978064,-0.007067524844492144,0.004325159011099244
NT047_ses2,-0.02851650345531308,-0.017066252200068726,0.010418491661156031,-0.016050210274998866,-0.017765632655064353,-0.003918073436874485,-0.0011620101877729528,0.012743738924468567,-0.011280588810550093,-0.010294356249834874,0.02225363153754654,-0.008540988237860023,0.011829617847269335,-0.0050669376921393325,-0.011813458508761143,-0.005463657142849138,0.001497366629962977,0.00942388791547626,-0.005412988814032559,-0.0066703612364231255,0.00010799452059836767,-0.007258410328565639,-0.008082589618499066,0.0028290533443430426,0.003785277578832958,0.003231995299549165,0.0006252646521974914,0.0046641548172187235,0.004086405091318392,0.004967918759761969,0.001171198862331177,0.002524757252514623,-0.006676594179639603,-0.0025342305362735292,0.0034143834381376074,-0.00133988160804912,-0.0012774839136092762,-0.0005732867002549505
NT049_ses2,0.035241331269701796,0.00907348359057615,-0.012528476463570888,0.005035281254993471,-0.0031387968531902135,0.008091233786244986,-0.01723515634172421,-0.008290766721484205,-0.0071894949482529755,-0.002674111444599568,0.014778892730640786,0.013532725343545991,0.00775461108278776,0.0002699809294765086,0.008030237762730983,-0.0026095533323117147,0.000762732750191974,-0.0032279294392554567,-0.0012819853171003993,-0.016352222544353517,0.0023546061496747366,0.0015619424490371612,0.006934639975512013,0.0014906507910276922,7.184556852319223e-05,0.004558018342834706,0.010831251144103172,-0.003319453875875805,-0.007874458441652434,-0.0007379206772895124,-0.0037185644685066993,0.004365891280932808,0.001040364907531411,-0.0014914311166792087,0.00086703599944407,-0.0004667091447439614,0.002213216491844043,-0.0025046759531809405
NT051_ses2,0.04878251465198006,-0.006013341878369341,-0.031236143650755614,0.026117927630304728,0.003836148470119714,0.013374162326265232,0.02440042697191753,-0.0017064270505146503,-0.0028489051906240227,7.946257963424809e-05,-0.004933363422658099,0.0025664690386456163,0.006465789657650394,-0.010233449525666623,-0.0008444255318230567,0.0018009767308123324,0.001047984010681661,0.005476212244188134,-0.005264934209088242,0.008798111193240211,-0.018559710418626266,0.008263765972109946,-0.0051593319465975005,0.008567967252479797,0.006790425515242679,-0.00236106129491071,0.0025491617480553645,-0.0006864339866410035,-0.0011756550309690679,0.0010264648362298522,0.003584409141347947,0.004245165252484204,6.31718577835022e-05,-0.0015292328970460737,-0.0008343117503032027,0.0016344106097534092,0.000503275149176119,-0.00016654499750495003
NT056_ses2,0.04844973053023657,0.011976089442573907,-0.00830650600499963,0.0612982070052059,0.018186465881184315,-0.040966575868513676,0.008226507573935738,0.023721146632454906,0.009002006668731802,0.01916058838437005,0.024605654394465618,-0.004714509155689195,-0.010301303686669342,-0.005129544130758874,-0.0032034783462823475,0.002462130626339006,-0.0013714612939867495,0.00020129034506123958,-0.004989394605169241,-0.0003978061787340528,0.006966102045882361,-0.0015217550257434556,0.0007417144178514893,-0.0031108269053999505,-0.00088817440293712,0.0008092677598893348,-0.0025508206136331223,-0.0003983482230447716,0.0010317472322953843,-0.00033225283457631913,-0.00047450930071706173,-0.0006063586131426562,8.566836823957615e-05,1.3062289935971661e-05,-0.00048006957102196427,-0.00023099466178282558,-0.0003900629398963549,2.7050948899454522e-05
NT059_ses2,0.004174437961086571,0.00036155863423841406,0.0059185525973067905,-0.001177554753871285,0.0016466155588713467,0.023685556645998664,-0.017631379883198475,0.010344341535056078,0.030244069503360733,0.01313438111720179,-0.01612365470962859,-0.0013715061072000878,-0.00596274638388299,-0.004243302061729845,-0.00513693983760209,0.0007490540431116087,0.004292011331807331,0.0005729156429243581,0.003590144416539696,0.001355662131550249,0.0064398134720255375,-0.004042384160929489,-0.003299560174784626,-0.001135272732794588,0.001646815922523595,0.0027347561478764785,-0.0015747730105467313,0.0013149417212898345,-0.00030085346221295185,-0.003158268484967937,0.0007495169080682004,0.007632045098626216,0.001939868493910305,-0.010033770797716767,0.0015430138126762449,-0.0015208081165264497,0.000741782707234354,0.002222679364645859
NT081_ses2,-0.0020501436262700375,0.01594453913285923,0.03354227245823921,-0.00589784168053687,-0.00014398487708829194,0.006256842371751597,0.008801142633034643,-0.0010170168338766881,0.01759731592656577,-0.010222425290267097,-0.001215262591687898,0.0074417443578378125,-0.006295136567917878,-0.0019779662653329018,0.002230608315103186,-0.007822328672137915,-0.005343515605515036,0.007347517376259181,-0.01365483034507691,0.0038005650736648196,0.00956783885448481,0.002604207110756294,0.0027867572945844197,-0.0012348212303407021,0.0016978603997913632,3.1575668731152046e-05,0.00721214688384533,-0.0007588840233105292,-0.001417422891022172,0.002820696435019973,0.005887110064733242,-0.002035511049157141,0.0011048828568951399,0.003795602848476697,0.004371047966584559,0.004086348267738923,0.0018319269799299835,0.005010734187088513
