Subject_Code,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DC10,DC11,DC12,Cluster
NT093_ses1,0.0018537490782026,-0.0013290257816591,-0.0005237126350161,-3.258739221732523e-05,-0.0016336511828735,0.0006092857047239,0.0010191084633641,-0.001587959762608,-0.0027988333603929,0.0010938701169686,-0.0013193073844536,0.0009496223872533,1
NT096_ses1,-0.0017828178212902,-0.0050989675136831,-0.0018785212230859,-0.0002627815187152,-0.001122494461563,0.0013187389761445,0.0003397355776178,-5.828018443197183e-05,-0.0002003540596558,0.0001830501967182,-0.0013707824089765,0.0015920939469765,1
NT100_ses1,-0.0021514183783128,0.0014687298885741,0.0003922780075783,0.0027300339230391,-0.0024210139761447,0.0016143887795252,-0.0011308847936585,-0.0005422713416883,-0.0002994432570932,-0.0006722289634753,0.0004228808732169,0.0014287150949253,0
NT106_ses1,-0.0046788036315392,-0.0015455389756131,0.001423197889932,0.0020134420320385,-0.0031853364861291,0.0005365613773603,0.0003156960569503,0.0011344987962108,0.0008242526925414,0.0018085332110908,0.0011351582117084,0.00014488594898,0
NT112_ses1,-0.0053868563932291,-0.0068935748305594,0.0068861080752685,-0.0078738223513103,0.006514352817892,0.0011933527062969,0.0004425935619858,-0.00285020511234,0.0014914399195891,-0.0028700361952438,-0.0024255962599531,-0.0002205199130332,1
NT113_ses1,0.0010242153730585,0.002528301412072,0.0002281725948002,0.00194638673702,0.0012756157720047,0.0024896337578408,0.0011545109351771,0.00065668473527,-0.0025895461382143,-0.0001733100074358,0.0008062795132425,0.0007762049539422,0
NT114_ses1,-0.0015174730245367,0.002777806610407,4.489548794664146e-05,0.0023657464317759,0.0003387420654329,0.0015786016845421,0.0018771132865015,0.0008855807065249,-0.0021051611219887,-0.0033835649157256,0.0018859374890978,0.0018234761244233,0
NT118_ses1,-0.0006623446587005,0.0037476582692615,0.0001925462651236,0.0037965875994232,-0.0007882783557747,0.0007761391827028,0.0039976617171069,-0.0001630898061713,-0.0007005782295214,-0.0008269480888413,-0.0022840017193352,-0.0006948911075869,0
NT119_ses1,0.0004584780088673,0.0026282654481116,0.0003748690939261,-0.0013132208630264,-4.298538691126809e-06,0.0013722194644879,6.143284510007295e-05,0.0014130233297068,0.0007057279861188,-0.0014690578600634,0.0006379121565604,-0.0013827516020957,0
NT121_ses1,0.0015549457624302,-0.000536332940234,0.0021667471488586,-0.0002939038291692,-0.0024536519996725,0.0011623774912065,-0.0042289514018352,0.0044491862605203,-0.0016898628463502,0.0002082304195936,-0.0032143819596688,-0.0008760383150525,1
NT124_ses1,-0.002055253208639,0.0006997689307264,-0.001421858114245,-0.001445809004603,3.705106584674445e-05,-0.0007921164089329,-0.0002074512743035,0.0023862777955525,-0.0014997750117397,0.0005051445168537,-0.000322889796729,0.0016630916850258,0
NT125_ses1,-0.0037148938955156,-0.0009283878034206,0.0009019257523183,0.0003444362618291,7.823366055414858e-05,-0.0039597058255804,-0.0019105765170701,-0.0020186918707615,-6.85716160986076e-05,0.0005554720446034,0.0007394725401168,6.0198769372870136e-05,0
NT126_ses1,0.00041029996295,0.0025001723896896,0.0011089274777165,-0.000163828268562,0.0005479971055102,-0.0008707808150075,-0.0013235359426458,-0.0004571980040116,-0.0008452851598319,1.0194919735391448e-05,0.000330395272768,-0.0020308932935067,0
NT131_ses1,-0.0009918501364307,0.0020533320098223,-0.0013470952412789,-0.0005736486806242,0.0012707708538083,0.0013513124852299,-0.0012015970086211,0.0020248675419342,-0.002174954869289,0.0036846517323355,-0.0003107889382012,0.0026391163462772,0
