,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DC10,DC11,DC12,DC13,DC14,DC15,DC16,DC17,DC18,DC19,DC20,DC21,DC22,DC23,DC24,DC25,DC26,DC27,DC28,DC29,DC30,DC31,DC32,DC33,DC34,DC35,DC36,DC37,DC38,DC39,DC40,DC41,DC42,DC43,DC44,DC45,DC46,DC47,DC48,DC49,DC50,DC51,DC52,DC53,DC54,DC55,DC56,DC57,DC58,DC59,DC60,DC61,DC62,DC63,DC64,DC65,DC66,DC67,DC68,DC69,DC70,DC71,DC72,DC73,DC74,DC75,DC76,DC77,DC78,DC79,DC80,DC81,DC82,DC83,DC84,DC85,DC86,DC87,DC88,DC89,DC90,DC91,DC92,DC93,DC94,DC95,DC96,DC97,DC98,DC99,DC100,DC101,DC102,DC103,DC104,DC105,DC106,DC107,DC108,DC109,DC110,DC111,DC112,DC113,DC114
CT028_ses1,-1.279380300545136e-06,0.0025072862806372223,0.0006993936365999481,-0.0011701018704617105,-0.0010030109360556108,0.0010114532165127876,-0.0020836483218816984,0.0026541956125364892,0.0004104224327590038,0.0014403673398638754,0.000256687488521732,-0.005256762178841384,0.0020780049669857784,-0.0014962104839411562,0.0034854734619866874,-0.00046576354503831874,-0.000892286862342113,0.00016966245161644105,-0.0014947249975637569,-0.0026602040154297345,-0.0017351657194209504,0.0008132814859169447,-0.0010120849950412797,0.001148945567525642,0.0013841551481257534,0.0002969584595423176,-0.0004654067496003949,-0.0004614132234651485,-6.487028920093565e-05,-0.001743657493469009,-0.001338394651383021,-0.002282113362900907,-0.003925187974265449,-0.0017052246143559287,0.006508454973557211,0.0030108023556015954,0.00019606144047305344,0.00020547700401616847,0.001934613005650484,0.003965703834964301,-0.00015570636213706592,-0.00016669280018289834,0.000872281383035955,0.0019469827083210044,0.0029995773138402166,-0.0004289693592050785,-0.0014015884330969167,-7.425030127849169e-05,0.00270219687988685,-0.0010834715046179207,-0.0011722841300888947,-0.0004898361551938454,-0.00019163062897792268,-0.001549333717385414,-0.0009536652978704165,-0.0018921112143205933,0.000705364934849684,0.0007539347674446363,-0.0017016582111117555,-0.0019158270459479802,-0.0014805543800893997,-0.001970134115687577,0.002615011284935093,0.000939829698196576,-0.0006805924225273501,0.0003230506331501834,-0.0009070474526988788,0.0016689656893480785,0.0016532491216226094,-0.0018437560739117044,-0.0017700536207818321,0.0004727750163744796,-0.0024861936930582027,-0.00023761395795089498,0.00043623719821017653,4.2556534370400106e-05,0.001671196198195836,0.0019210654301919747,-0.00036767093103363816,-0.0005378604889562172,0.0008377723144861003,0.0011840889383934268,-3.253885160173863e-05,-0.0003931906773989541,0.0011324732171345987,-0.0036125500958240943,-0.00023765324465616197,0.001422458154540751,-0.0022118955898009613,0.00042277300818270656,-0.0002342156511106909,-3.380850884565199e-05,0.0005268853965571097,0.00034766484822720166,0.000701109239450514,0.0007159252675399562,-0.0020977760254806818,-0.0014885022552140832,-0.0012463535896648178,0.0017309547761917095,0.0001516774919617444,-0.0009729665904063403,-0.00038949412803010485,-0.0008561550699906117,-8.536299623243189e-05,-0.0001380692070730378,-3.941943649591208e-05,-0.001434632264545115,0.00026372241175399763,-0.00016031298065435207,-0.0006081071677574148,0.0012639378719710897,0.0006827163246153901,-0.0005829310131515898
CT029_ses1,0.0019432972286013907,-0.002698165877707438,0.0010239443422377114,-0.0017708905131876178,-0.005553411808039271,-0.00021372960765025361,-0.0009587373584977277,-0.0006973905338728096,-0.003377831073927223,-0.0005074256608785434,-0.004616132866427636,-0.0002779323603599676,0.0025379920055154394,-0.005554069135222115,0.001173281288960866,0.0012792469987360033,0.00021840776721341595,-0.0011603154634999857,0.0008106304353994469,-0.0021859102438443892,-0.0019820221825655572,-0.002933130409026994,0.0024392269050988714,-0.0012999021004534495,0.002717947003721494,-9.265046483217758e-05,0.001556901809103177,0.002794813186894247,-0.001115147976591341,5.878666083027976e-05,-0.00023857324548574938,0.001960547220447666,0.0016370020611801085,-0.0002741307424571796,0.0008981727042897738,-0.0007840365019203091,-0.0005319835422085314,-0.0023394829216002717,0.0007161311535992642,-0.00016083419813508757,-0.0012404970739015222,0.0034512786789774597,-0.0034156105135639396,-0.0007127763206177116,0.0018966856163510105,-0.0018553836221799377,-0.00014243614978924567,-0.001895274623432529,0.0014779120203673609,0.0013924705200095504,0.00023706223315022573,0.0022632639095374486,-0.0018515657240492248,-0.0017862577139704581,0.00010492562137673273,0.0005055411278795429,-0.0008064143025063056,0.0017511745576422276,-0.0002980059847514625,0.0015562587734583026,3.891033682895685e-05,0.0012505667187995625,-0.0007549682120656215,-0.00029428822984984,-0.0008602763016555982,-0.00048245045595383056,-0.0030483298606215434,0.0007789320761922839,1.2714094506376033e-05,-0.0007662015873254326,0.00038428445018609075,0.0024173053276418297,-0.00183913889958941,0.000606850602162674,0.001425509885771991,5.4155900463457656e-05,0.00011057394560912532,0.0004487890299896445,-0.0008811667754030638,-0.0009214494240766814,0.0011751578467803483,-0.0007644537991058534,-0.0010132930399575511,-0.0003629311928433395,-0.0004941262107680045,0.0029446914492667416,0.0026453313813675594,-0.003078186733265611,0.00023077289036602897,-0.001629566246309182,-1.1659728736803346e-06,0.0014854778470751828,0.001319032088138849,-0.0010161414653432654,-0.0016964594994652387,0.002555870476832186,0.0006669370303290939,-0.0005122986312092321,-0.00047431284978854537,-0.0010683200500092031,-0.00050122370901319,-0.0007716969961754619,5.926676214250444e-05,-0.00047603737313117327,-0.0005284177758621495,6.862169836523717e-05,0.0009672324503097387,0.0010417678191021417,0.0005438910449387188,0.0005946283844983333,0.000747203593000355,-0.0007835303868162771,0.0016393798088866856,0.001032690319727686
CT030_ses1,-0.0032368359702988486,0.002302741604459337,0.0040256277891758145,-0.0006374401653532972,-0.0018298897924502225,-0.0009020768942436416,0.002739608846988643,0.0004789785459847332,0.008114958379058394,0.0015083212199358544,-0.0009462244420832655,-0.001101097066831984,0.00033199873551289203,-8.329351952836094e-05,-0.003934528817029883,-0.0007151589449985415,-0.0013228737011503602,-0.0033343607270533513,0.00027968066637554934,-0.0017061399516570138,-0.004510932379765655,0.0010515265913445125,-0.0019740205009586486,-0.0003484933438349287,-0.0018163070639668193,-0.0033564005900482,-0.0013014128129296525,0.0018844252150195247,-0.0017087240556745587,-0.004209805308381523,0.0018192133324357064,0.00257435359044388,1.3598570867079092e-05,0.0038430623927318283,-0.0010780245214098362,0.0006439593932243472,-0.003957781267989582,-0.003777328638815239,0.0012557991996849996,-0.0019112206574839758,-0.00020761637468994458,0.00010980755314369495,-0.0008766160742070206,-0.0013959486248056052,0.0004658676411458169,-0.0001670902267116624,-0.0026060592996246315,0.0009754064880872745,-0.00038013653117097325,0.0011118770298222886,-0.0016269590972465247,-0.0012668327978292582,-0.0008860584893167929,-0.0002830572475948863,0.0015999613092132923,0.00026607172865346986,0.002778081798597681,-0.0018803701889942063,0.001228601563001925,-0.00041683772934512556,0.001339834322290983,3.383815390067474e-05,6.751035740298994e-05,-0.002064746174076555,0.00020873667000909438,-0.0006278726472383852,0.0016087621937195228,-0.00017042225955515026,0.0010893778179451301,-0.0013635422860545012,-6.918261003154641e-05,0.0002879163832197586,-0.0002914494708951079,-1.3186655743530336e-05,-0.002165808037296272,0.0010123197987544994,-0.0005708985924845737,0.0005340826454591115,0.0003290101925055675,0.0007191248788800831,0.00040688907225193985,-0.00033338296777341107,0.001563702433048626,0.0008897073960170416,0.0014280921176489218,0.0002744291843320684,0.001485932565504633,-0.0008707975757712157,0.00020361898286625887,0.0008804544410568602,-0.0008261376487602545,0.0012483967987600602,-6.316039588775702e-05,-0.000896899636366203,0.0014499597344944045,-0.000948453998347213,1.3650029738217797e-05,-0.00041397833325413285,-0.0012802383189116932,0.0011214320894947487,-0.000501825259417484,-0.000720256303983779,-0.0011848457695338719,-0.00034364771263071175,-0.0006025988175102549,0.0007674012987292678,-5.6712410490555896e-05,-0.0006199854755356443,0.0008144137097699529,-0.0010368528606789194,0.0013955422045949777,-0.0001012706645635196,0.0002606041787952506,-0.0003908934413347605
CT032_ses1,-0.0023165064825189253,0.0021045126327039346,0.0023114072177348216,-0.0004994281337473049,-0.0020159415857027834,0.0006006590005603243,-0.0022505200259307764,-0.00018426368889600813,0.00227333652787522,0.00017826592061418936,4.649530739449144e-05,0.0014742339423551162,0.0006324146688856558,0.003401836491463286,0.0008244378811503709,0.002505550299344698,0.0008074724846012345,0.001683630446561985,-0.00024748216696972216,-0.0008150535049383804,-9.283658523922686e-05,-0.0008882289447231079,0.0020095000133427275,-0.0001985042829733877,-0.00022846964860053428,0.0010845935911596872,-0.001295707254659756,0.00020652318407184226,2.4068119904901082e-05,-0.0007323945909114766,0.0005802683682752318,-0.0011871719824452364,-0.002561468905722147,-0.0004437550799768471,-0.0015638986924245354,5.1755055809219234e-05,0.00011700960616519548,-0.0007411862373805266,-0.0032256797163935044,0.00020853337512501897,0.0022928911842029207,0.0011724482203593542,0.0011073683422419178,-0.004505422272717288,-0.0020720514798637764,-0.0003884360578767109,0.002341467824842011,0.0023944896430523636,-0.0010326643433718366,0.001111479336991213,0.0016168445776503207,0.0014348535941550665,-0.00015974053569660186,0.0015496434370517891,0.0005669059230075759,-0.0008806210406178245,0.0026544083760982676,5.883241971984861e-05,0.00012186923982975547,-0.0026556276427219657,-0.0011254528808794216,-0.0020976424411579676,8.560931732468485e-05,0.0004980559907669767,-0.001025651490084424,-0.000640674781647642,0.0009883870922800181,0.0017024562816306886,0.0022034274671499827,-0.0010004768363099242,-0.0008287229135110922,0.0001293444691551807,0.0004317098396015152,0.0011653005125763002,0.003219136065995322,-0.0030584683284709878,0.0007732237492118311,-0.0009936355171860094,-0.0013156697469300781,0.002161513910219326,-0.0027643071847081664,0.0007581175642474203,0.0017500905913765835,0.0010626779109745973,-0.001070255357184783,-0.0002953840533364765,0.0015605803374212782,-0.0007731002125102937,-0.00111778308189438,-0.00041194101694727445,-0.0007891689698083649,-0.0011022660144398254,0.002638287468866309,-0.0006228819502011849,-0.00024729230994803087,0.002383385723465523,0.0001570542837302289,0.0032694969355112043,0.0006972478001846662,-0.0014354360636101517,0.00038295796969242164,-0.002400754699841506,0.0006448947218200366,0.001571956302077449,0.0011036263018174243,-0.0003575263055402556,0.0012942578256110078,0.00012004313507429897,-0.0013367363515687481,0.0010713265162073575,0.00024791743780994027,0.0017082648272664961,0.0037107230369061656,-0.0007434579139928495
CT033_ses1,0.00024047631298770337,0.002149377809512181,-0.0016321767539850386,0.0011123546198439022,0.002307612045048162,-0.0005149229539774885,-0.0008919053119067101,-0.0019591448742743317,0.0005451171418642233,0.0011481738282296606,0.00022182444974828985,0.001408634430113947,-0.0014487572086549735,0.00042544101560770554,0.0006462547152190229,-0.00019793356521533901,-0.0018133462696821193,-0.0018577685755050402,-0.0014743517004330304,-0.002057937203326466,-0.00026303451971215893,-0.0004794458319848296,-0.002058146360132966,-0.00023892653108806915,0.0017592151481205134,-0.0007466813726212065,0.0024705537560743727,0.0003840234548958845,0.00112981861142583,0.0018580406234304516,0.0019967616640956636,0.00046511759739076373,-0.0011597427422254656,-0.0016119337197465164,3.245953260433957e-05,0.00017525875508486995,-0.0002324892285655605,-0.0027132759453017525,-0.0003074813363266876,0.0013471513521576745,0.0005127163016378242,-0.0010283965011954016,0.0019363987241726316,-0.0021550417530911917,0.00016138942749688802,-0.0020876605397816867,0.0016269977559746013,-0.0015308226955294756,8.527561357788605e-05,-0.00020615579178551996,-0.0010064078879540098,-0.001893116114532516,-9.135943903977557e-05,-0.0012407798234490301,0.0010150530484961137,-0.0014865099574720964,-0.003047865107854563,0.001857694290528562,7.905445990532555e-05,-0.00047765649256737553,0.0012537540412806607,0.0012004717581236518,0.0005586618960951989,-0.00010319070249552926,-4.2174550741200617e-05,0.0010406797169085933,-0.0018303824117587649,0.0008022578615466147,-0.0006066497725548051,-0.0010013111295112081,-0.0025728659289366855,-0.00012176231263122538,0.0022668821588583865,0.0014997924344195002,-0.004263984900538667,-0.000605781616197643,-0.0004023862717398185,0.0015725453651785305,0.00041777140407869455,7.752490962427553e-05,-0.0019829212430556757,-0.0013232013672713184,0.0011785177455263707,-0.002143757162752135,-0.0013048006788108613,-0.0011106499199424007,-0.0009762998524461008,-0.002882929738100141,0.0034732604306417225,0.0007007899344112836,-0.0021742024565709612,-0.00030159580603173933,0.0026481017604482204,-0.0006720458506772505,0.000674266487888566,0.0008521162951431818,-0.0010563544209635822,0.00022020584871808822,-0.00437314068254008,-0.001033250204738862,0.001202722188145119,0.003357287242824076,-0.0005940062192282771,0.0021534918312129904,-0.001238699199225024,-0.0005573581712496171,-0.0008461697359303254,0.0009628496545028827,-0.002122632321656392,0.002635135212073063,-0.0005261222930586076,-0.00037867435417114625,6.12753598384637e-05,-0.0007768235472841455
CT034_ses1,0.002754731552879541,-0.0005660808258507736,-0.002356184656696682,0.001334428390919515,-0.0010178339839154642,-2.6842978602289584e-05,0.00223872279991822,0.00023054727297042415,0.00014095876256893004,-0.00036625100051425373,-0.0026053208617900503,0.0004016000485967619,9.467137837960913e-05,-0.0009891149018261562,0.0012113421860548664,0.00015948154753909208,-0.00014218070446109547,-0.0012032813160292326,0.0009290396534156053,-0.002129733653786612,-0.00023327019082433994,0.003406407891943095,-0.0006711538138240045,-0.00046236956772148437,-0.001605080625722969,0.0007064235803029984,-0.0026747380993076783,-0.0030535586420412982,0.00030517055021043245,0.000613945558007977,0.0018632916891235165,-0.0004895808603191574,0.002293187109766865,-0.0015817497788425435,0.00027321061277055833,0.0014783576964479922,-7.270589559881362e-05,-0.0011182889181450529,0.0007919141717151649,-0.0013955002299814395,-0.000639241348227759,0.00010762047342208466,-0.0006373445062366699,0.0017383737141656544,-0.0005073387065045967,-0.0004230492266180893,-0.00011913558531870705,-0.0004567715975933058,-0.0005898313492434983,0.001413242444677125,0.0029678420648604435,-0.0008810183800229532,0.001408993389472925,0.0032430412731496187,-0.0010877681703244221,-0.0008811704323921915,-0.0005978652638691537,-0.001366991561612561,0.0006107748241035519,0.0018496225967086716,-0.002378168036029245,-0.0004899392114225357,-0.0011431179214300088,-0.002283011554750072,-0.00040434668055598324,0.00162632430673707,-6.242779253842178e-05,0.0003638458229927076,0.0008423116700436684,0.00010055263936770457,0.0008924808350434948,-0.0004346005196347748,-0.001971439432619085,0.0002362465999122583,0.0014137555036902896,0.0007130527243994718,-0.0010551355643031858,0.00017076536870404974,0.0029124947854719994,0.0033883813546594908,-0.0004424906315741816,0.001632294023126449,-0.00035906660620269975,-0.0008250090172532673,-0.0014188505586282397,-0.0023880371257008932,0.0011387581909184494,-0.0003771302492172408,-0.0005362338407880156,9.783687332887547e-05,0.002359451005398936,0.0017520252199477926,0.0013476851399820495,-0.0010039761867198153,0.0004731449680980525,0.0016353451220911673,-0.0023425626796629143,0.00038849841529876443,-0.0008828207791084054,-0.0011203948692212243,0.004316063037870621,-0.0023714515457089183,-0.0004358617653241475,0.0008439768406922046,0.000453910403859968,0.002072239083772604,-0.003755542830959636,0.003626871864215435,9.549050845703813e-05,-7.05274534516366e-05,3.415747837555801e-05,-0.0008477918238014542,-0.001612120609341624,-0.001619111363262201
CT035_ses1,0.002678643944111989,0.002507455750428104,0.0009390695284993715,-0.001759222625770842,0.00025679638697055597,0.0019120077253502144,-0.001907099585744415,0.0005631404305248195,-0.00257740043154053,-0.0019264483071957147,0.002170219745040994,-0.002755773385213518,-0.00020350301860832287,0.0013222245729401778,-0.0004978900422025203,0.0010569191669569731,0.001128009590808426,0.0013886644932139158,-0.00011071667380577626,0.0023261044203052063,0.0005782286899926052,-0.004047144149363877,-0.0013565393528742191,0.0031148028160045307,0.00015683799028294435,-0.003041732526290964,-0.0010002508004888092,0.0014241149156512542,-0.0027489719926543704,-0.0006668489142279623,-4.011190819902344e-06,0.0008000503625156889,0.0008330142020026466,0.0011178529544969428,0.0009679568807813625,0.0008175320200261396,-0.001046314658202089,-0.0007797763364660099,-0.0023020313148845754,0.0018757009430138008,0.0018254883894927942,0.001849527766342846,0.0018459743145783306,0.0024275950122581978,-0.0009131647650803287,1.1577522075323464e-05,-0.0019273458348218594,-0.0009038449476819553,0.0013015906018310531,0.0038150783008073603,-0.001649219808711948,0.003381062103625808,-0.00033274266367189345,0.0007581252769408509,-0.0007841968186775534,0.00047384068571532236,-0.0006922419545755805,-0.0029302036422777728,-0.0003217581052206542,3.6934825574363845e-05,0.001019222961373422,0.0008908879312800762,0.00040692011653619336,-0.0012282399847285573,-0.0006107951041415713,-0.0016934168436060647,-0.0008294390113482184,-0.004178941936442986,0.0007674268722796263,0.002470564857844557,0.0017015431399247155,0.0007875374087726137,0.0013117306735538276,0.0017186921943072218,-0.0014815125716757431,0.00022416894116157057,-0.0009957632668158988,0.0014565157840239122,0.002665246523397552,-0.00024198975992742493,-0.001164624067116218,0.0006749509821194671,-2.2760839324031076e-05,-0.0012046439515108977,0.0012953554460330696,-0.002351911356853504,-0.0005526029940858843,-0.0008008066350206779,0.00028216157092046554,0.001171473152819978,-0.00013904956709434268,0.0005414172194091593,-0.002087982174212324,0.00019944037121038998,0.0014455810583628688,0.0005222840975011229,0.0024041480224049694,-0.0004874039752862705,-0.001117429905699513,-0.003473967240011165,0.0001513585707635244,-0.0020215395044317942,0.0023169463135207166,-0.00017045049353075,0.0012983402017457126,-0.0010285322026396203,-0.0014214117319124428,0.0007657186358882848,-0.00015534049934310342,0.001142268292058937,-0.0010030252435690623,8.987252164951976e-05,0.001398270008347767,-0.0010503463947063997
CT039_ses1,-0.0010630304793381913,0.0007976956301397742,-0.0008490137499793664,-0.001759767604791683,-0.0006101337714939464,-0.0009253362761717029,-0.001028972030102254,-8.261223905162008e-05,0.0010620866181909336,-0.0025595734835739447,0.0011950162626894103,0.0017030548977246922,-0.001595120818129495,-0.0003859497479916444,0.0005429059670608974,-0.001982891020685319,0.00025581806586598996,-0.0001545441527398517,-0.000276350705260966,-0.0013251126720013901,0.00014777450588988837,-0.0002961580024240777,-0.00012135750911389149,-0.0012365437264156974,0.0032402546833094083,0.0012804533245931117,0.0013304447501317357,-0.0035834105947106206,-0.000427423676291063,-7.58098801390931e-05,0.0010061386141673244,-0.0002721459728346623,-0.0014682449983236118,0.002044764896840643,0.0005954221642785967,4.049706550053868e-05,0.001083792708523718,-0.002922173994995105,0.0027711481224485302,-0.001630110172550101,-0.0024728029322186105,4.2595314841249495e-05,-0.0006589185740342663,0.000996970790868759,-0.002614651660347342,-0.00013697707327727868,-0.0028931497180293936,0.0003146789142836072,-0.0019459216785797733,-0.002545137571486229,0.0007174050333645923,7.925674893615454e-05,-0.0009234638273679161,-0.00044973152099096606,-0.0013297886128539398,0.0008107067723016831,-0.0008491732240555461,0.0018278830983589158,-0.001124743790414854,-0.0006328819168372847,0.000562062984127785,-0.001077547339407672,-0.0002462867265951354,0.002236030399444805,0.0003723720052632971,-0.0036976954930822772,0.0015761534832673583,-0.0017043479781208638,-0.0007444120870407588,0.0001586805551742799,-0.00034282304668364737,-0.0015326483110960005,-0.0020832315732005812,-0.00033498469618079387,-0.0013520129351549692,0.001009729479764413,-0.0018519621480448155,-0.0016504507853092544,0.0015142287847918193,-0.0016818640227566869,0.0018090870582623138,-8.249187599460847e-05,0.0014516574413167122,-0.0015669952294092668,-0.002453378885639174,-0.00018801563540992995,0.0003573846812204813,0.00023775297924173117,-0.004197167609588735,-0.000815331408101995,-0.00019165305731223142,-0.004482172188743717,-0.00012643227582134712,-0.0014177781858690122,0.0019621078231673735,0.0010475932518094668,0.001110699775326833,6.901769049926788e-05,-0.000923034663455371,-0.004065250730630852,-0.0016353800331493076,-0.001082058376940691,-0.0006107357995145916,-0.000858800732115163,0.000433637310261022,0.0005556943745016954,0.0011567312830199313,0.0012233651009414947,-0.002150420889967208,0.0004225393271282058,0.0016894103567883444,0.00075693421419604,-0.0011833311132638646,-0.000563688877543739
CT041_ses1,0.0005082192683677433,0.003516145303308801,0.0024098857566682563,-0.0002671773339910604,-0.0020914645067018705,-0.002796089615217358,-0.001380976090147657,0.001629836475505962,0.001571837585882523,-0.0009200767878572233,0.0038316591428524628,0.0025395873780928915,0.00022387208416774202,0.0006847403152629029,-0.0041511514286457635,-0.0009318282744887823,-0.00130162938103699,0.0002332861789716958,-0.00157340492726778,0.0007242026539885805,0.0013926142096625568,0.0019685319907500284,0.0014267962784345258,-0.000581839788187972,0.0011825950638649765,-0.0019936134089663686,0.0010674294971978553,-0.0027158067257164477,2.584997652291559e-05,0.0017922764554488008,-0.0022311072501940104,-0.005323807677811813,-0.00033043115963527674,0.002510260459070476,-0.0019748302512347837,0.001904096427775667,-0.00030936202667720074,0.0020900521681752994,-0.0007267309754654498,-7.498515322092271e-05,0.003402180009839835,-9.42378876419513e-05,-0.0013344370517460425,-0.00035543500150953764,0.0016456426399705617,-0.0004019412029268151,-0.0012418323127540267,-0.004887789176716182,0.0004150224833456883,0.0004925957829471752,0.0005574271482842964,0.00018094801258881847,-0.0007173231487213948,0.0011584444269836435,0.003210162724012834,0.0013456994845677341,-0.001408850245075089,0.00417578879115839,0.000849688650413349,0.00021258596351782138,9.10912460273633e-05,0.0008207962658220081,-0.0003683223761144287,0.00046051023187611837,-0.0012748483862090685,-0.0006931261338315568,-0.0015133145003927615,0.0007932507280394736,0.0009342802616588835,0.0011492931716640155,0.0026003109091979194,-0.000769725993716915,0.00040818389612084875,-0.0012212490546712202,-0.0006061012705579377,-0.0017164434426052031,0.001104252010041464,0.0001554833132092236,1.2991985878704855e-05,-0.0007661398910119569,0.004017406777652444,0.001273089709928287,0.002089793327158914,-0.0005862744492745641,0.0001304111882276861,-0.0012014748057452335,7.116520403646665e-05,-0.0016057527483178205,0.00037789868875570253,0.00036049023792755915,0.00029329710292091634,0.00159991570519251,0.0014504781137904294,0.0031306744145108037,0.0004918971384910237,0.0022437595028087366,-9.192001833716469e-05,0.0006722602275110405,0.00012097997962325558,0.0007969575681620676,-1.1374243807217794e-05,-0.0006817696721046693,-0.00010174307913273131,-0.0007916688330952036,0.0005420219850388846,0.001186474865823953,-0.0007537296035426758,0.0003924568315572133,0.0010000919121802934,-0.0009155160471420469,-0.0005666644676523664,-0.0008640635642455541,-0.00015122398338383167,0.0008796146696112585
CT042_ses1,0.0008620744501380812,0.0030095941105836668,-0.0019208464081873022,0.0010482621985549883,9.990967021862531e-06,0.0011335590416750596,0.0003231943429929657,0.0006352639594644517,0.00020944774363605356,-0.0014753961777310533,-0.002423710591921868,-7.804343547940456e-05,-0.0014885594368599356,0.0001775590457864385,-8.90982259724996e-05,0.001293350134849513,0.0020909303020619024,0.0033838563054623184,-0.0016639922250068885,0.00038121396590442587,2.027789558642646e-05,-0.0006071512785015521,0.00019730649158730036,0.000610746567875306,0.0007081036674994084,-0.0006150020590907321,0.00011681171529335324,-0.0007653970600664759,0.0003966102742439535,0.0014992909100859033,0.0005190948452099507,0.0005653309308273123,0.001663305961782091,-0.0018706525687901274,-0.0013397757838418416,0.0008710315809084073,-0.0005266228079567499,-0.0006410105483673743,-0.0011495948236115872,0.00249812915839964,-0.00016671187096643916,0.00047247017085501374,8.700675138754348e-05,-0.000931337896667338,0.0010676745836803515,3.151066630732906e-05,-0.0010898824365340523,-5.211856605677831e-05,-0.0019996905077860824,0.0006156488978260849,-0.0007800620795571464,-0.002171933582631526,0.0001392909300447876,5.87141032292808e-05,0.001722346746792125,-0.0006485150334919503,0.0016778063076348937,-0.0010021727205456828,0.0014032664654019514,-0.0010071361811986347,-5.19030250159585e-05,-0.001829084144255507,0.0005490661944602498,-0.0009575326780704041,-0.0009753543035488571,0.000502809787519739,0.002333668145289393,9.344204057660199e-05,-0.0023330602968948057,0.0004130143093123585,-0.0005359414432508825,0.0012002838728518061,-0.00020817084747559315,-0.0029436936066272734,0.0007509032838087199,0.0004994330509775745,-0.0006263883344732797,-0.0017317261294341434,-0.0023652305285495018,-0.0018561520017300792,-0.0013277837788883034,-0.0008652700395651286,0.0009121374259823599,0.001450198020893499,-0.00036085340002064775,-0.0005629981354189041,0.0013076706782012687,0.0005535474430371661,-0.00021027649530219763,-0.0006871854690832707,0.0016532097504699933,-0.00032258213470376054,-0.000391054946970744,-0.00083248862083983,0.001553358715051396,0.005041645620124819,0.001863987837366415,-0.004678083731694232,-0.00032634530757965805,-0.0005431398895866888,-0.002050017657372191,0.0016724669115403274,-0.003077956149757006,0.001644494930200444,0.0010974098140937732,-0.0011372614623445904,-0.0044957732500319515,-0.001098698440917616,0.0010195893747110306,-0.0005277194868258247,-0.0005410501441884501,2.7579012558141496e-05,-0.00038132410122783313,0.0030931672082299207
CT043_ses1,-0.0023883104248120283,-0.00031930884116194606,0.00048575780825139937,0.002911755810384793,-0.0063920506373603275,0.0005122469165181723,-0.0017871267785490898,0.000673227118374606,0.0008010785797645987,-0.0016905557967530234,-0.001407204197387123,-0.0021119921124901917,0.001184250784087255,-0.00208405233333155,0.001298124845911015,-0.0013372404890155446,-0.0006633798073849099,0.001334072238978558,-0.0005574862585925858,-0.0016101775425849743,0.0017452338826384613,0.00037367950569008066,0.0005676584453614509,-0.0011067283893402878,-0.0004881543615877946,-0.0035177042377299867,0.0008624403722473794,0.0012117067921792947,0.003833517612138087,0.0012654136854391106,-0.00047609884023445547,-0.0027987759860285052,-0.0007683861820792437,0.0027844720710835133,-0.0003395793423655879,0.0009153418442186315,-0.002668355209645493,0.0001244455195722219,-0.0034380761581131515,-0.000243877115726973,-0.0008935454204105031,-5.3188546434224584e-06,-2.3228815797656007e-05,0.004264302461998113,0.0009492612226730632,0.0030847469338142583,-0.0008538882195098732,0.0007064505321456864,-0.0015763632660280675,-0.0003417885452309811,0.0023129858895649426,-5.886993703247333e-05,0.0014748914293645746,0.0011209570379212494,-0.0017081140676450835,0.0013299068433477329,0.0007490054789845865,-0.0023733570771600947,-0.0012057388645688183,-0.0018339471178800196,-0.003098569749375566,1.1915862808547743e-06,-4.628575472427758e-05,0.0011171749295183831,-0.003643798199089706,0.0008244513868545554,0.00017949561595771612,-0.00025140695080680446,-0.0016656505511317878,-0.00024377668074696172,-0.0009495084859908236,0.00017130760804245083,0.0008127769138558667,-0.0030760014331904675,0.0003161522665869356,0.0010754778782507352,-0.0006303870174357922,0.0002369804427301435,0.0011687836228060152,-0.0010376701646489862,-0.0013348079472955729,-0.00019012402420679508,0.0028970907819882864,-0.0009096373074159641,0.0010480742011769724,0.002668445032830731,-0.0011073976288217397,0.0004982286081990954,0.00048592070803649644,-0.00014868552942382844,-0.0015174462538448286,0.0007106550701359862,-0.0008455285854235187,-0.0003784893553021648,-0.00189935747439541,-0.0003422387269532716,0.0011651544559221517,0.0021536239036415747,-0.0009593603333663119,-0.00040079808636961204,0.0001942746992564868,0.002589656834001656,0.0008220562416828535,0.001279919921874477,-0.0017515881368994554,-0.00012028324540887165,0.00019646440432069117,-0.0003725919320667983,-0.0013959348573880077,0.0005720712495588177,-0.0003730013100447753,-0.0007453930770776804,-0.001161362462216328,-0.0013817343393789316
