Subject_Code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,Cluster
NT005,-3.3892302608103257,-0.1304559863764803,-3.7536490727925234,-0.7385669654894729,1.2703021110914725,-0.21894599037448342,-1.732550484117025,-0.22987214383098606,0.8475847467122114,-2.1543578631144373,-1.4162434136098019,1.0650714426285999,-1.4393614383456805,-0.6594619576526036,-0.29733041969085205,0.24367062726377453,-0.016961321682635696,0.7874537164846896,-0.4669444013005146,0.4485845646128223,0.12352553380008212,1.104655588639924,0.19138048745484249,0.09377039685831723,0.368532360553575,-2.5963699820283814,-0.03888815823698271,0.264933656432102,0.003301089656738955,-0.08053918657155351,-0.6996995090168321,0.9949231041719653,-0.5061789629141882,0.7062486902166317,-0.32318107684349845,0
NT006,4.246310877119825,-0.28069054856814624,1.7651172142077052,-0.06733137628941788,2.0347978827629998,-2.77442197152441,1.7904544673396239,-0.5666815044711035,-2.079304435395023,-0.25925526907620805,-1.5694463161182377,-0.0010559855206466512,-0.3011792823081758,-0.5977748066853075,0.04844618303430771,0.5779016888972799,-0.8344069475960982,-1.069634189737489,0.5452788890116018,0.7055553574287456,-0.30470250310041824,-0.2775625309833485,-0.24365919802149913,-2.067256149630107,0.16478142533404508,-0.023658615137155673,-0.055745593039748555,0.01435816689370547,-0.13339769560015824,-0.27296257892266695,1.6876247805866973,0.18262207065439787,-0.43772641346290614,-0.00287937577003332,-0.1085195809527167,1
NT002,0.614428195513749,0.9323485589141932,3.0353441389639157,1.3451633848434714,-0.7310004819813216,3.025672589720738,0.03708036479586947,-0.7752629040623445,1.7169465265864934,0.12814046940004156,0.2087169480439266,0.3569853777888689,-1.4946540710597933,0.7169801839246029,1.5436999793214383,0.15291372599619257,-1.3017312356959079,1.101357752060089,1.1370115527521252,-1.5362907313087677,0.7960602869313088,0.14622292138479837,-0.15638895804259959,-1.0225573086457422,-0.4739267327671577,-0.4781404001192069,-1.26680602644382,0.9663715146198474,1.4454720838004274,0.2826064408153645,0.548129651349846,-0.7173603061471442,-0.36665578483792055,0.3015653459296197,-1.1954738700595786,1
NT003,-0.9502342207702614,2.3489397892125936,0.008483881619078664,1.0824999235166153,-0.2366912397088306,0.02447900152335928,0.6599376203996746,1.655050442638593,2.429234473370285,1.639567632526345,1.3066518782110594,1.5582274527273934,0.44266437625764465,-0.7881200437918445,0.1341185593358335,-0.6358954105495545,-0.5203803532723861,1.2358150785885065,0.23589763074666772,0.7847496853744692,0.9029033839366668,0.8362032953771428,-1.619156782127942,0.023850424989777262,-1.7101240268812345,-0.20270732191520213,-1.336241101456282,1.833891037559522,-0.35498998792738906,-0.9682902078030873,0.46516833407366354,-0.783331085412033,0.31528973582990644,0.0833149103000874,-0.09397585758220539,0
NT007,4.217686740439638,6.141627329954752,1.9821625509597622,-0.8676053646763434,1.0857592858551572,0.19527669469401684,-0.7836772889656539,0.9230096218105232,-1.521530557230044,-2.3986936777516603,0.934061631622557,0.09587876462245415,-2.633223446093532,0.738821015096774,-2.0900739821446233,0.34586830664087304,2.072238716187905,1.7153062973442879,-0.27063349575252904,1.684018174183343,1.3070920314058154,-1.1759695699201305,-0.13485180369964947,0.5412021508007545,0.47979094079683304,0.5989266292703126,-0.6983031710192814,-0.9781988869172363,-1.3388490303368854,1.2763339449598365,-0.366223549713724,0.5406660048194548,0.5049151377343796,0.10874073120130723,0.09722611514066079,1
CT002,2.4867502002987076,3.2952243729824433,-3.426031131810231,0.9613037444534286,-1.0583629303069129,-0.6244146277440025,-3.470360021349759,-2.0870678849827535,1.6374251941816942,-0.21801507454512284,-1.2574941112955114,0.6592463743420561,0.5144373967058006,-0.8900626847088301,-0.2364952573134829,2.0639155545887973,-1.0127523841388044,-1.5763160135149992,1.5681430454621235,0.5909288471811003,0.7578123282215328,0.014185777082027827,0.682767386505226,-0.269818008556705,0.38306977186389085,1.3276972203904966,0.7135352443185699,0.7989837997815431,-1.2565668197004556,-0.6557694511783692,-0.252217370007245,-0.001628507888746664,0.08016874635669748,0.31812997815951655,-0.20092241306733918,1
CT004,3.673951562226035,0.6942797425385899,-1.7271369261360194,2.9626842501443837,-0.6080264998726527,-1.2481645272638764,-0.6617152485343633,1.9597725150335268,-0.6210236493683472,0.08933695844014358,1.4016514542386465,0.6018128322740104,1.2597060579782202,1.0320249603059715,-0.03417146381311886,-0.8087243593656467,-0.7621817537540356,-0.18021195315523605,0.3840099600331646,1.9117356050224215,-1.0062134003664664,0.9518045098415953,-0.5083568775056293,-0.03652140089976022,1.3634204384602358,-0.08287517221064208,0.5164847852606909,0.7124655427312571,0.717230866871261,0.3344657810330914,0.6720806123614839,0.4854436294781584,-0.6968586996136124,-0.30797439592158204,0.16572269748719717,1
CT003,0.464161709467651,3.3220769748588315,1.3550302078564296,-1.3622793557249433,-3.9046866617855662,3.6272173285423643,-0.14939618102284677,0.35572701682663166,-0.788563625426555,-0.8712776927785278,1.4201868171182859,1.8232027329936928,-0.055164601866956625,0.8385871296895043,-0.9271921365684331,0.4448251249676351,0.4563517852971351,0.661845995820689,-1.3323703782289584,1.0321269663278212,-0.2972077004278558,1.0158430365640696,1.1886920946810733,0.17418794157754722,-0.21508245598413445,-0.05769653453185775,-0.1337559723200215,0.8695133077228479,0.6096244626765697,1.0884242776672186,-1.7421989360747374,-0.3635990704488295,-0.9079930923111631,0.18077457348036038,-1.1063792546434101,1
NT010,2.1117421365147133,1.5835067102869422,-1.3564279134610884,1.7743961944496485,-3.4519847033144164,-1.7004485379416485,-0.46309132732143077,-0.9600060416296838,1.1676267023619178,1.7804529931295279,0.1553150155000955,-2.578278309882298,-1.807358794113286,-2.780410169953127,1.4518247920944323,0.3089898217148348,0.8950795890243083,0.823458467263402,0.9445357955363068,0.8969475452992096,-0.4883694674309147,0.5751227765715904,0.8851406938144486,0.13972472061890445,-0.03899378875528391,0.3201356704127818,-0.1068354858316204,0.2867728353745411,1.3311553020137126,-0.3595231777316957,1.1935873662251193,-1.5112912898776865,-0.7417950597631425,-0.296354710586919,-0.1494802046528335,1
CT005,-0.3943302055245864,-1.9032544208991564,0.41119159261925786,0.22309820043371828,2.022426635491811,0.9828691615463259,2.8413871443071694,0.3722771409048667,0.5110084607637003,-2.6039475721303447,-0.5322925180207028,1.4339927564386974,-0.0563028160024875,0.7233977639833972,2.2310052089147843,0.9811345341627458,0.29732936030371243,0.41066747562185757,-0.3571538666019071,-2.444337225315016,-0.5307420256708474,-0.9231547233993884,0.5108437843534122,0.15982351949583942,1.047988689462921,-0.8223380990075336,0.889911108719937,0.38066846137435484,-0.9570321361889578,0.006082170824748391,-0.12988257355522298,-1.0401999705459488,-0.8377742663319306,0.13381160577957957,0.9913388554787388,0
NT013,6.244851181404514,-0.6202784714825552,-2.688784067572836,2.405159612411123,-0.5039581792928384,-1.6039805259444462,1.7066349932302283,0.43928651383116174,0.7579385549309324,0.14230347140094993,-0.6091901885815005,-1.7176212842052965,1.2236563238631806,-0.9918889557076206,-2.09813495081009,-0.06912761624545104,0.03685264897227702,2.0661696906480533,-1.301284067523909,0.1181515951550955,-0.7704267375513356,0.014137701728042762,0.8149585935089221,-0.7502269229546358,-1.0829914380316232,-0.22005760330918187,-0.3553887563432232,1.193214907713354,0.2834508722703373,-0.780785058075652,-1.8926477257261298,1.5142897132766937,-0.8327084325337802,0.33028540458012473,0.8068286646280689,1
NT016,10.866628213154723,-0.312391948197139,0.9143795887685722,-3.945788223602628,1.4157476044823876,-1.818450587619567,1.7988880517469723,0.1984296132567515,4.983565640880758,0.5420750469147396,0.12193041547442382,-1.5901232928397744,-0.2650198503422727,-0.31509673987818354,1.204565368252017,-0.3194128095282186,1.4261881161742356,-0.47604983617514307,-0.4050427968440318,1.317622733322645,-2.135514934437255,0.8486935337026693,1.007195740982641,0.6772204123867471,-0.1810813003855719,-0.803990005608385,0.3490091513424273,-0.3061451971755576,0.8541750451797147,-0.41687991517064743,-0.5854800782317108,0.922979464995156,-0.41400459018370445,-0.37971538009327976,0.030123516296277797,1
