feature_normalized,r_pointbiserial,p_value,p_value_fdr_bh,significant_fdr_0.05
smn_gm,-0.16951634290694875,0.07012030301326903,0.32402892471089806,False
dmn_gm,-0.13330768038842045,0.15552147622572676,0.32402892471089806,False
vis_gm,-0.11741030358505732,0.21142457460258662,0.32402892471089806,False
fpn_gm,-0.10111974800825282,0.2822398691256901,0.32402892471089806,False
van_gm,-0.09277978264468455,0.32402892471089806,0.32402892471089806,False
