feature_original,feature_normalized,n_0.0,mean_0.0,sd_0.0,n_1.0,mean_1.0,sd_1.0,t_stat,p_value,cohens_d,p_value_fdr_bh,significant_fdr_0.05
SMN_GM,smn_gm,51,82047.86274509804,8053.320179949653,64,79484.015625,6972.9132111726185,1.7988491250489351,0.07507663073592352,0.3432068510394171,0.3337766662089344,False
DMN_GM,dmn_gm,51,151428.0980392157,13329.231577634024,64,148075.328125,11785.815146539622,1.410010412974237,0.1616181314507366,0.2683872302695011,0.3337766662089344,False
VIS_GM,vis_gm,51,72302.8431372549,6963.725796935284,64,70777.1875,6044.360590535007,1.236778357040422,0.21907847127065472,0.23590302804536828,0.3337766662089344,False
FPN_GM,fpn_gm,51,44296.705882352944,4802.728942149943,64,43389.140625,4196.799153955413,1.0640603571450609,0.28986448555994654,0.20280602368390438,0.3337766662089344,False
VAN_GM,van_gm,51,57950.294117647056,5959.293875264477,64,56936.75,5011.584715943587,0.9713455588582183,0.3337766662089344,0.18592754372428538,0.3337766662089344,False
